Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2613,4300,60.8,8.5478,44,77.5,14.1,63.1,7.974929067,47.4,78.7,12.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,females,Employment,Employed,2015-2018,24706,37870,65.2,3.1691,59,71.5,4.9,67.2,3.683874514,60,74.4,5.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,females,Employment,Unemployed,2015-2018,9726,15216,63.9,6.8787,50.4,77.4,10.8,60.9,5.882996448,49.4,72.5,9.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,females,Employment,Employed,2015-2018,70826,120874,58.6,2.8095,53.1,64.1,4.8,58.8,2.751518009,53.4,64.2,4.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,females,Employment,Unemployed,2015-2018,16875,31059,54.3,5.3228,43.9,64.8,9.8,57.6,5.466072176,46.8,68.3,9.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,females,Employment,Employed,2015-2018,24838,39262,63.3,2.8955,57.6,68.9,4.6,63.9,3.487788802,57.1,70.8,5.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,females,Employment,Unemployed,2015-2018,6616,11937,55.4,6.8575,42,68.9,12.4,57.7,5.06713989,47.8,67.7,8.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,females,Employment,Employed,2015-2018,19924,29536,67.5,3.7536,60.1,74.8,5.6,67.7,3.906605939,60,75.3,5.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,females,Employment,Unemployed,2015-2018,4691,8711,53.8,7.6225,38.9,68.8,14.2,59,5.987187958,47.3,70.8,10.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,females,Employment,Employed,2015-2018,4651,6081,76.5,4.0142,68.6,84.4,5.2,76.9,5.850610417,65.5,88.4,7.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2199,2727,80.6,6.6907,67.5,93.7,8.3,75.6,7.661494133,60.6,90.6,10.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,females,Employment,Employed,2015-2018,65081,114401,56.9,3.7373,49.6,64.2,6.6,57.7,3.272680629,51.3,64.1,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,females,Employment,Unemployed,2015-2018,25426,39160,64.9,5.6301,53.9,76,8.7,69.1,3.406751029,62.5,75.8,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,females,Employment,Employed,2015-2018,37848,63106,60,3.0742,53.9,66,5.1,61.3,2.947898028,55.6,67.1,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,females,Employment,Unemployed,2015-2018,12567,18958,66.3,5.7134,55.1,77.5,8.6,70.3,4.25368025,61.9,78.6,6.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,females,Employment,Employed,2015-2018,47863,81073,59,3.7579,51.7,66.4,6.4,60.4,3.573060001,53.3,67.4,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,females,Employment,Unemployed,2015-2018,15430,28099,54.9,6.8629,41.4,68.4,12.5,54.6,6.316058823,42.2,67,11.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,females,Employment,Employed,2015-2018,107284,253056,42.4,3.1684,36.2,48.6,7.5,45.1,2.924660272,39.4,50.8,6.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,females,Employment,Unemployed,2015-2018,22023,63508,34.7,4.4642,25.9,43.4,12.9,39.1,3.869873476,31.6,46.7,9.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,females,Employment,Employed,2015-2018,310787,673185,46.2,2.0497,42.1,50.2,4.4,46.8,2.268111333,42.4,51.3,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,females,Employment,Unemployed,2015-2018,114095,228706,49.9,3.3312,43.4,56.4,6.7,54.9,3.839495762,47.3,62.4,7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,females,Employment,Employed,2015-2018,88203,173316,50.9,2.0115,46.9,54.8,4,54.4,2.057170812,50.3,58.4,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,females,Employment,Unemployed,2015-2018,21371,42812,49.9,4.1112,41.9,58,8.2,53.9,4.245170211,45.6,62.3,7.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,females,Employment,Employed,2015-2018,23707,35463,66.9,3.2235,60.5,73.2,4.8,67.2,3.012761448,61.3,73.1,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,females,Employment,Unemployed,2015-2018,4683,7770,60.3,6.2873,47.9,72.6,10.4,63.7,5.422191834,53.1,74.4,8.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,females,Employment,Employed,2015-2018,14473,24221,59.8,4.1762,51.6,67.9,7,61.4,3.323044977,54.9,67.9,5.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2894,4440,65.2,6.2600,52.9,77.5,9.6,59.6,6.656223902,46.6,72.7,11.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,females,Employment,Employed,2015-2018,4120,6108,67.5,3.1572,61.3,73.7,4.7,68.7,3.513815752,61.8,75.6,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,females,Employment,Unemployed,2015-2018,1061,2020,52.5,6.9320,38.9,66.1,13.2,57.1,6.718501746,43.9,70.2,11.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,females,Employment,Employed,2015-2018,20612,34032,60.6,3.5030,53.7,67.4,5.8,58.2,3.361019731,51.6,64.8,5.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,females,Employment,Unemployed,2015-2018,8195,14390,56.9,5.1677,46.8,67.1,9.1,59.1,4.821098959,49.7,68.6,8.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,females,Employment,Employed,2015-2018,7689,11553,66.6,4.1738,58.4,74.8,6.3,68.6,4.441985417,59.9,77.4,6.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,females,Employment,Unemployed,2015-2018,1772,3389,52.3,9.5286,33.6,71,18.2,66.6,7.568797402,51.7,81.4,11.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,females,Employment,Employed,2015-2018,6778,10904,62.2,3.8555,54.6,69.7,6.2,60.2,4.709958074,51,69.4,7.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2045,2848,71.8,6.5871,58.9,84.7,9.2,75.7,6.608065112,62.7,88.6,8.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,females,Employment,Employed,2015-2018,6371,9846,64.7,5.2749,54.4,75.1,8.2,65.1,5.085542594,55.1,75,7.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,females,Employment,Unemployed,2015-2018,1397,2313,60.4,9.2402,42.3,78.5,15.3,56.5,9.307081913,38.3,74.7,16.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,females,Employment,Employed,2015-2018,37805,63313,59.7,3.0852,53.7,65.8,5.2,62.5,3.133850665,56.3,68.6,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,females,Employment,Unemployed,2015-2018,9050,16225,55.8,6.1873,43.6,67.9,11.1,55.5,6.953035457,41.9,69.2,12.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,females,Employment,Employed,2015-2018,7748,10924,70.9,4.3168,62.5,79.4,6.1,67.7,4.303246302,59.2,76.1,6.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2401,3119,77,7.2473,62.8,91.2,9.4,68.7,5.721981481,57.4,79.9,8.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,females,Employment,Employed,2015-2018,43951,80045,54.9,3.2481,48.5,61.3,5.9,55.8,3.181862623,49.5,62,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,females,Employment,Unemployed,2015-2018,14989,26557,56.4,5.3804,45.9,67,9.5,55.8,5.802872049,44.4,67.2,10.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,females,Employment,Employed,2015-2018,5197,7593,68.4,4.0156,60.6,76.3,5.9,63.5,4.912616821,53.8,73.1,7.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,females,Employment,Unemployed,2015-2018,1295,2021,64.1,8.2339,47.9,80.2,12.8,64.8,8.41413741,48.3,81.2,13
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,females,Employment,Employed,2015-2018,4681,6942,67.4,7.1682,53.4,81.5,10.6,62,7.362608197,47.5,76.4,11.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,females,Employment,Unemployed,2015-2018,1464,1937,75.6,8.6860,58.5,92.6,11.5,68.3,11.23548229,46.3,90.4,16.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,females,Employment,Employed,2015-2018,8577,13223,64.9,3.2824,58.4,71.3,5.1,64.8,4.48844528,56,73.6,6.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,females,Employment,Unemployed,2015-2018,3191,4957,64.4,7.0553,50.5,78.2,11,67,7.391341015,52.5,81.5,11
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,females,Employment,Employed,2015-2018,8690,14124,61.5,4.1557,53.4,69.7,6.8,63.9,4.492952781,55.1,72.7,7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2246,3902,57.5,7.2505,43.3,71.8,12.6,62.1,7.806340848,46.8,77.4,12.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,females,Employment,Employed,2015-2018,2112,2713,77.8,4.0057,70,85.7,5.1,69.2,3.96358719,61.4,76.9,5.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,females,Employment,Unemployed,2015-2018,871,1141,76.3,9.1954,58.2,94.3,12.1,66.1,8.885098432,48.7,83.5,13.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,females,Employment,Employed,2015-2018,35310,57153,61.8,2.8863,56.1,67.4,4.7,62.9,2.278847057,58.5,67.4,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,females,Employment,Unemployed,2015-2018,13196,22012,59.9,4.3746,51.4,68.5,7.3,60.6,3.913879018,52.9,68.3,6.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,females,Employment,Employed,2015-2018,198233,391886,50.6,1.5850,47.5,53.7,3.1,51.6,1.674894343,48.3,54.9,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,females,Employment,Unemployed,2015-2018,50200,101438,49.5,3.0073,43.6,55.4,6.1,55.5,2.793756229,50,61,5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,females,Employment,Employed,2015-2018,60754,102791,59.1,2.1111,55,63.2,3.6,61,1.910555637,57.3,64.7,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,females,Employment,Unemployed,2015-2018,17152,29850,57.5,3.5130,50.6,64.4,6.1,59.4,3.436233179,52.7,66.1,5.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,females,Employment,Employed,2015-2018,161157,311941,51.7,1.9364,47.9,55.5,3.7,54.4,1.742441799,51,57.8,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,females,Employment,Unemployed,2015-2018,59376,101089,58.7,3.1884,52.5,65,5.4,60.8,3.080844183,54.8,66.9,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,females,Employment,Employed,2015-2018,56591,86053,65.8,2.0949,61.7,69.9,3.2,65.6,2.286467221,61.1,70,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,females,Employment,Unemployed,2015-2018,23351,34925,66.9,3.0962,60.8,72.9,4.6,67.1,3.486787625,60.3,73.9,5.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,females,Employment,Employed,2015-2018,7780,13851,56.2,4.3726,47.6,64.8,7.8,58.6,3.702254772,51.4,65.9,6.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2615,4773,54.8,5.9455,43.1,66.5,10.9,54.8,7.406151702,40.3,69.3,13.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,females,Employment,Employed,2015-2018,7536,15369,49,4.7316,39.7,58.3,9.6,49.1,4.233676493,40.8,57.4,8.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,females,Employment,Unemployed,2015-2018,3882,5933,65.4,6.7006,52.3,78.6,10.2,65.7,6.990029526,52,79.4,10.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,females,Employment,Employed,2015-2018,36391,74676,48.7,3.0174,42.8,54.7,6.2,49,2.922144466,43.3,54.7,6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,females,Employment,Unemployed,2015-2018,9737,22272,43.7,4.8643,34.2,53.3,11.1,43.9,5.967993485,32.2,55.6,13.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,females,Employment,Employed,2015-2018,24487,41789,58.6,3.2809,52.2,65,5.6,59.1,3.675431241,51.9,66.3,6.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,females,Employment,Unemployed,2015-2018,6379,15038,42.4,5.3051,32,52.8,12.5,40.7,5.448910906,30,51.3,13.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,females,Employment,Employed,2015-2018,33234,58196,57.1,3.7340,49.8,64.4,6.5,59.2,3.235775323,52.8,65.5,5.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,females,Employment,Unemployed,2015-2018,9332,20110,46.4,6.0616,34.5,58.3,13.1,51.6,4.910493326,41.9,61.2,9.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,females,Employment,Employed,2015-2018,73556,161498,45.5,3.0464,39.6,51.5,6.7,44.1,2.911454715,38.4,49.8,6.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,females,Employment,Unemployed,2015-2018,18364,44839,41,5.7216,29.7,52.2,14,41.1,5.154848321,31,51.2,12.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,females,Employment,Employed,2015-2018,99424,177812,55.9,2.7389,50.5,61.3,4.9,57.9,2.604908541,52.8,63,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,females,Employment,Unemployed,2015-2018,28532,50376,56.6,5.0982,46.6,66.6,9,58.9,3.99016441,51.1,66.8,6.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,females,Employment,Employed,2015-2018,15378,47722,32.2,2.9818,26.4,38.1,9.3,32.2,3.187665441,26,38.5,9.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2949,16933,17.4,4.1718,9.2,25.6,24,18.5,4.27574712,10.2,26.9,23.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,females,Employment,Employed,2015-2018,64687,164101,39.4,2.2298,35,43.8,5.7,39.9,2.662240194,34.7,45.1,6.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,females,Employment,Unemployed,2015-2018,16489,51026,32.3,4.2912,23.9,40.7,13.3,33.4,5.174008927,23.3,43.5,15.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,females,Employment,Employed,2015-2018,20876,58959,35.4,3.1729,29.2,41.6,9,36.4,3.299000629,29.9,42.8,9.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,females,Employment,Unemployed,2015-2018,5680,16877,33.7,5.3510,23.2,44.2,15.9,36.2,4.791964459,26.8,45.6,13.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,females,Employment,Employed,2015-2018,42392,86736,48.9,3.0717,42.8,54.9,6.3,49.8,3.35752036,43.2,56.4,6.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,females,Employment,Unemployed,2015-2018,10174,23139,44,6.2139,31.8,56.2,14.1,47.7,5.71219011,36.5,58.9,12
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,females,Employment,Employed,2015-2018,24683,45985,53.7,4.1386,45.6,61.8,7.7,54,4.408638745,45.4,62.7,8.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,females,Employment,Unemployed,2015-2018,12331,21439,57.5,4.9577,47.8,67.2,8.6,59.1,6.314089598,46.7,71.5,10.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,females,Employment,Employed,2015-2018,13876,25411,54.6,3.5534,47.6,61.6,6.5,54.4,4.084969981,46.3,62.4,7.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,females,Employment,Unemployed,2015-2018,3051,5438,56.1,7.5363,41.3,70.9,13.4,50.5,7.26928302,36.3,64.8,14.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,females,Employment,Employed,2015-2018,7764,13308,58.3,4.4177,49.7,67,7.6,58.3,4.570390608,49.3,67.2,7.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,females,Employment,Unemployed,2015-2018,2490,3690,67.5,5.8206,56.1,78.9,8.6,64.5,6.84796139,51.1,77.9,10.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,females,Employment,Employed,2015-2018,15577,26698,58.3,3.0578,52.3,64.3,5.2,59.9,3.284241529,53.5,66.3,5.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,females,Employment,Unemployed,2015-2018,8014,10568,75.8,4.2221,67.5,84.1,5.6,77.6,4.016422962,69.8,85.5,5.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,females,Employment,Employed,2015-2018,9263,14189,65.3,4.1359,57.2,73.4,6.3,63.8,3.420164746,57.1,70.5,5.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,females,Employment,Unemployed,2015-2018,3250,4348,74.7,5.9077,63.2,86.3,7.9,74.8,6.095445658,62.8,86.7,8.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,CANADA,0,adults aged 18+ years,both sexes,Income (household),Below Canadian average,2015-2018,131458,218686,60.1,2.5393,55.1,65.1,4.2,62.8,2.401885674,58,67.5,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,CANADA,0,adults aged 18+ years,both sexes,Income (household),At or above Canadian average,2015-2018,319425,503857,63.4,1.5381,60.4,66.4,2.4,62.9,1.659533396,59.6,66.1,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,St Johns (CMA),1,adults aged 18+ years,both sexes,Income (household),Below Canadian average,2015-2018,34120,54786,62.3,3.3224,55.8,68.8,5.3,64.6,3.094729128,58.5,70.7,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,St Johns (CMA),1,adults aged 18+ years,both sexes,Income (household),At or above Canadian average,2015-2018,83405,115656,72.1,1.7986,68.6,75.6,2.5,71,1.827049441,67.5,74.6,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Census Metropolitan Areas/Large Census Agglomerations,Corner Brook (CA),15,adults aged 18+ years,both sexes,Income (household),Below Canadian average,2015-2018,7008,10521,66.6,3.6637,59.4,73.8,5.5,66.7,4.81182136,57.2,76.1,7.2
