Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,SDOH,SDOH_Cat,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,1675703,4032034,41.6,0.6207,40.3,42.8,1.5,41.7,0.609688306,40.5,42.9,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,5424,17579,30.9,3.1203,24.7,37,10.1,24.4,5.733896859,13.2,35.7,23.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Education (household),High school,2015-2018,6916,25453,27.2,3.3889,20.5,33.8,12.5,26.4,3.247045694,20,32.8,12.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,55705,149186,37.3,1.5265,34.3,40.3,4.1,37,1.547962053,34,40,4.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,1451,3803,38.2,4.9281,28.5,47.8,12.9,26.5,4.356810354,17.9,35,16.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Education (household),High school,2015-2018,3113,8111,38.4,4.1227,30.3,46.5,10.7,38.7,4.669094007,29.6,47.9,12.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,18547,41492,44.7,1.9319,40.9,48.5,4.3,44.3,1.908033803,40.5,48,4.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,9035,24027,37.6,3.3214,31.1,44.1,8.8,27.3,3.918738249,19.6,34.9,14.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Education (household),High school,2015-2018,18164,44228,41.1,2.7674,35.6,46.5,6.7,41,3.120422802,34.9,47.1,7.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,104516,271008,38.6,1.1468,36.3,40.8,3,38.5,1.246316241,36.1,41,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,7958,20401,39,3.4779,32.2,45.8,8.9,40.4,6.867380016,26.9,53.8,17
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Education (household),High school,2015-2018,17558,49627,35.4,2.7775,29.9,40.8,7.9,32.1,2.911631512,26.4,37.8,9.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,79395,196706,40.4,1.5466,37.3,43.4,3.8,39.7,1.563974019,36.7,42.8,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,85240,236200,36.1,1.4944,33.2,39,4.1,33.4,1.920523342,29.6,37.1,5.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Education (household),High school,2015-2018,147420,349068,42.2,1.4906,39.3,45.2,3.5,42.2,1.656438627,39,45.5,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,1030979,2462915,41.9,0.6110,40.7,43.1,1.5,41.9,0.627497849,40.7,43.1,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,73709,204415,36.1,2.1954,31.8,40.4,6.1,33.8,2.814083714,28.3,39.3,8.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Education (household),High school,2015-2018,240119,655258,36.6,1.2637,34.2,39.1,3.4,36.2,1.403672903,33.4,38.9,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,1675703,4032034,41.6,0.6207,40.3,42.8,1.5,41.7,0.609688306,40.5,42.9,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,11225,27436,40.9,3.3495,34.3,47.5,8.2,35.4,4.298711953,27,43.8,12.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Education (household),High school,2015-2018,28591,82484,34.7,2.3854,30,39.3,6.9,35.2,2.444957574,30.4,40,6.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,131965,322545,40.9,1.2930,38.4,43.5,3.2,41.5,1.339500985,38.9,44.1,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,8333,24031,34.7,3.3045,28.2,41.2,9.5,29.3,4.798893202,19.9,38.7,16.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Education (household),High school,2015-2018,30578,79349,38.5,2.4149,33.8,43.3,6.3,38.1,2.593356091,33,43.2,6.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,124563,285512,43.6,1.5006,40.7,46.6,3.4,43.8,1.430532197,41,46.6,3.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,25435,60987,41.7,2.9882,35.8,47.6,7.2,40.3,3.140181997,34.1,46.4,7.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Education (household),High school,2015-2018,80106,207066,38.7,1.6904,35.4,42,4.4,38.9,1.844472797,35.3,42.5,4.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,528627,1264955,41.8,0.8577,40.1,43.5,2.1,41.4,0.842871685,39.7,43,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,males,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,males,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,males,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,males,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,males,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Education (household),High school,2015-2018,240119,655258,36.6,1.2637,34.2,39.1,3.4,36.2,1.403672903,33.4,38.9,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,CANADA,0,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,1675703,4032034,41.6,0.6207,40.3,42.8,1.5,41.7,0.609688306,40.5,42.9,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,5424,17579,30.9,3.1203,24.7,37,10.1,24.4,5.733896859,13.2,35.7,23.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Education (household),High school,2015-2018,6916,25453,27.2,3.3889,20.5,33.8,12.5,26.4,3.247045694,20,32.8,12.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,55705,149186,37.3,1.5265,34.3,40.3,4.1,37,1.547962053,34,40,4.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,1451,3803,38.2,4.9281,28.5,47.8,12.9,26.5,4.356810354,17.9,35,16.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Education (household),High school,2015-2018,3113,8111,38.4,4.1227,30.3,46.5,10.7,38.7,4.669094007,29.6,47.9,12.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,PRINCE EDWARD ISLAND,11,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,18547,41492,44.7,1.9319,40.9,48.5,4.3,44.3,1.908033803,40.5,48,4.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,9035,24027,37.6,3.3214,31.1,44.1,8.8,27.3,3.918738249,19.6,34.9,14.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Education (household),High school,2015-2018,18164,44228,41.1,2.7674,35.6,46.5,6.7,41,3.120422802,34.9,47.1,7.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NOVA SCOTIA,12,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,104516,271008,38.6,1.1468,36.3,40.8,3,38.5,1.246316241,36.1,41,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,7958,20401,39,3.4779,32.2,45.8,8.9,40.4,6.867380016,26.9,53.8,17
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Education (household),High school,2015-2018,17558,49627,35.4,2.7775,29.9,40.8,7.9,32.1,2.911631512,26.4,37.8,9.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NEW BRUNSWICK,13,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,79395,196706,40.4,1.5466,37.3,43.4,3.8,39.7,1.563974019,36.7,42.8,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,85240,236200,36.1,1.4944,33.2,39,4.1,33.4,1.920523342,29.6,37.1,5.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Education (household),High school,2015-2018,147420,349068,42.2,1.4906,39.3,45.2,3.5,42.2,1.656438627,39,45.5,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,QUEBEC,24,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,1030979,2462915,41.9,0.6110,40.7,43.1,1.5,41.9,0.627497849,40.7,43.1,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,73709,204415,36.1,2.1954,31.8,40.4,6.1,33.8,2.814083714,28.3,39.3,8.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Education (household),High school,2015-2018,240119,655258,36.6,1.2637,34.2,39.1,3.4,36.2,1.403672903,33.4,38.9,3.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ONTARIO,35,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,1675703,4032034,41.6,0.6207,40.3,42.8,1.5,41.7,0.609688306,40.5,42.9,1.5
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,11225,27436,40.9,3.3495,34.3,47.5,8.2,35.4,4.298711953,27,43.8,12.1
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Education (household),High school,2015-2018,28591,82484,34.7,2.3854,30,39.3,6.9,35.2,2.444957574,30.4,40,6.9
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,MANITOBA,46,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,131965,322545,40.9,1.2930,38.4,43.5,3.2,41.5,1.339500985,38.9,44.1,3.2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,8333,24031,34.7,3.3045,28.2,41.2,9.5,29.3,4.798893202,19.9,38.7,16.4
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Education (household),High school,2015-2018,30578,79349,38.5,2.4149,33.8,43.3,6.3,38.1,2.593356091,33,43.2,6.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,SASKATCHEWAN,47,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,124563,285512,43.6,1.5006,40.7,46.6,3.4,43.8,1.430532197,41,46.6,3.3
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,25435,60987,41.7,2.9882,35.8,47.6,7.2,40.3,3.140181997,34.1,46.4,7.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Education (household),High school,2015-2018,80106,207066,38.7,1.6904,35.4,42,4.4,38.9,1.844472797,35.3,42.5,4.7
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,ALBERTA,48,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,528627,1264955,41.8,0.8577,40.1,43.5,2.1,41.4,0.842871685,39.7,43,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,BRITISH COLUMBIA,59,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,females,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,YUKON,60,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,females,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NORTHWEST TERRITORIES,61,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,females,Education (household),Less than high school,2015-2018,18462,49753,37.1,2.8518,31.5,42.7,7.7,36.3,4.280181589,27.9,44.6,11.8
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,females,Education (household),High school,2015-2018,109637,287253,38.2,1.7130,34.8,41.5,4.5,38.2,1.74513014,34.8,41.6,4.6
Overweight,"Prevalence (%) of overweight (self-reported, adjusted BMI)",province/territory,NUNAVUT,62,adults aged 18+ years,females,Education (household),Post-secondary or university,2015-2018,577399,1355856,42.6,0.8942,40.8,44.3,2.1,42.5,0.841388742,40.9,44.2,2
