Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,males,2015-2018,39344,108137,36.4,2.5534,31.4,41.4,7,36.6,2.50506823,31.7,41.5,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,males,2015-2018,8679,20435,42.5,4.2412,34.1,50.8,10,42.9,3.934758918,35.2,50.6,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,males,2015-2018,42473,136089,31.2,2.0592,27.2,35.3,6.6,31.8,2.141092887,27.7,36,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,males,2015-2018,6512,16394,39.7,3.5247,32.8,46.6,8.9,37.8,3.718058936,30.5,45.1,9.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,males,2015-2018,5067,12979,39,5.5798,28.1,50,14.3,36.7,4.835188294,27.2,46.2,13.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,males,2015-2018,9858,24426,40.4,3.4553,33.6,47.1,8.6,40,4.153437031,31.9,48.2,10.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,males,2015-2018,8722,23446,37.2,2.8245,31.7,42.7,7.6,37.4,3.264392858,31.1,43.8,8.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,males,2015-2018,2003,5158,38.8,6.3437,26.4,51.3,16.3,40.9,4.760117877,31.5,50.2,11.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,males,2015-2018,34619,108547,31.9,1.6865,28.6,35.2,5.3,32.1,1.597580205,28.9,35.2,5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,males,2015-2018,161994,624313,25.9,1.1702,23.7,28.2,4.5,26.1,1.189336663,23.8,28.5,4.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,males,2015-2018,62366,173691,35.9,1.6997,32.6,39.2,4.7,35.8,1.490072818,32.9,38.7,4.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,males,2015-2018,160759,534924,30.1,1.3942,27.3,32.8,4.6,30.9,1.323324005,28.3,33.5,4.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,males,2015-2018,68395,164355,41.6,1.8423,38,45.2,4.4,41.3,1.609570691,38.1,44.4,3.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,males,2015-2018,10569,32966,32.1,3.4559,25.3,38.8,10.8,31.9,3.195689868,25.6,38.2,10
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,males,2015-2018,9203,31615,29.1,2.5053,24.2,34,8.6,27.7,2.65854534,22.5,32.9,9.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,males,2015-2018,37498,134736,27.8,2.4017,23.1,32.5,8.6,27.5,2.296559683,23,32,8.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,males,2015-2018,23764,81914,29,2.2751,24.5,33.5,7.8,28.9,2.479792822,24.1,33.8,8.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,males,2015-2018,36318,105592,34.4,2.7252,29,39.7,7.9,34.6,2.468364938,29.7,39.4,7.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,males,2015-2018,53300,248215,21.5,1.9592,17.6,25.3,9.1,21.6,1.761542168,18.1,25,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,males,2015-2018,86653,299674,28.9,1.8847,25.2,32.6,6.5,29.3,1.868782059,25.6,33,6.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,males,2015-2018,11383,80500,14.1,1.7261,10.8,17.5,12.2,14,1.846425384,10.4,17.6,13.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,males,2015-2018,31791,264225,12,1.3729,9.3,14.7,11.4,12.8,1.37225818,10.1,15.5,10.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,males,2015-2018,18013,100641,17.9,2.1615,13.7,22.1,12.1,17.6,1.951043161,13.7,21.4,11.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,males,2015-2018,31185,146209,21.3,1.9304,17.5,25.1,9.1,21.3,1.767270138,17.9,24.8,8.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,males,2015-2018,22265,100670,22.1,2.0050,18.2,26.1,9.1,21.5,2.056267529,17.4,25.5,9.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,males,2015-2018,13225,44245,29.9,2.5763,24.8,34.9,8.6,29.4,2.858592186,23.8,35,9.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,males,2015-2018,7423,22977,32.3,4.0305,24.4,40.2,12.5,32.4,3.18379133,26.2,38.7,9.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,males,2015-2018,17086,51177,33.4,2.8071,27.9,38.9,8.4,33.1,2.47909696,28.3,38,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,males,2015-2018,8886,24887,35.7,3.3558,29.1,42.3,9.4,38.3,2.631852301,33.1,43.5,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,YUKON,6001,adults aged 18+ years,males,2015-2018,5253.73,14464.99,36.3,3.0030,30.4,42.2,8.3,36.3,3.316567972,29.8,42.8,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,NORTHWEST TERRITORIES,6101,adults aged 18+ years,males,2015-2018,6434.23,15467.4,41.6,3.1749,35.4,47.8,7.6,40.8,3.301277608,34.3,47.3,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,NUNAVUT,6201,adults aged 18+ years,males,2015-2018,3460.32,11385.74,30.4,3.6980,23.1,37.6,12.2,31.7,4.604291881,22.7,40.7,14.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,CANADA,0,adults aged 18+ years,females,2015-2018,3270871,13190738,24.8,0.3246,24.2,25.4,1.3,24.6,0.325714124,23.9,25.2,1.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Eastern Regional,1011,adults aged 18+ years,females,2015-2018,42708,123703,34.5,1.9306,30.7,38.3,5.6,34.5,1.791343475,31,38,5.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Central Regional,1012,adults aged 18+ years,females,2015-2018,14204,34923,40.7,2.2636,36.2,45.1,5.6,40.3,2.873192006,34.6,45.9,7.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Western Regional,1013,adults aged 18+ years,females,2015-2018,13514,30972,43.6,2.8555,38,49.2,6.5,42.9,2.980227273,37,48.7,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Labrador-Grenfell Regional,1014,adults aged 18+ years,females,2015-2018,5802,12492,46.4,3.2718,40,52.9,7,46.1,2.834483134,40.6,51.7,6.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Edward Island,1100,adults aged 18+ years,females,2015-2018,18372,55995,32.8,1.3965,30.1,35.6,4.3,32.5,1.400040025,29.7,35.2,4.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 - Western,1201,adults aged 18+ years,females,2015-2018,26898,75487,35.6,1.9105,31.9,39.4,5.4,36,2.094951209,31.9,40.1,5.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 - Northern,1202,adults aged 18+ years,females,2015-2018,20742,54982,37.7,2.2681,33.3,42.2,6,37.3,2.269801804,32.9,41.8,6.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 - Eastern,1203,adults aged 18+ years,females,2015-2018,22288,58408,38.2,2.1074,34,42.3,5.5,38.7,2.27665569,34.3,43.2,5.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 - Central,1204,adults aged 18+ years,females,2015-2018,49632,175399,28.3,1.4284,25.5,31.1,5,28.3,1.521975583,25.4,31.3,5.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 (Moncton area),1301,adults aged 18+ years,females,2015-2018,31149,81825,38.1,2.5520,33.1,43.1,6.7,37,2.575214854,31.9,42,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 (Saint John area),1302,adults aged 18+ years,females,2015-2018,25774,66146,39,2.6846,33.7,44.2,6.9,37.1,2.446435648,32.3,41.9,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 (Fredericton area),1303,adults aged 18+ years,females,2015-2018,22546,65037,34.7,2.8523,29.1,40.3,8.2,34.4,2.64059951,29.2,39.5,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 (Edmundston area),1304,adults aged 18+ years,females,2015-2018,6911,18520,37.3,3.7772,29.9,44.7,10.1,35.9,3.679968836,28.6,43.1,10.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 5 (Campbellton area),1305,adults aged 18+ years,females,2015-2018,4046,9212,43.9,3.8262,36.4,51.4,8.7,42.7,4.321155951,34.2,51.1,10.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 6 (Bathurst area),1306,adults aged 18+ years,females,2015-2018,10384,29767,34.9,2.4741,30,39.7,7.1,34.1,3.546360858,27.2,41.1,10.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Zone 7 (Miramichi area),1307,adults aged 18+ years,females,2015-2018,7074,16204,43.7,3.3434,37.1,50.2,7.7,46.1,3.778891005,38.7,53.5,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Bas-Saint-Laurent,2401,adults aged 18+ years,females,2015-2018,18353,78889,23.3,1.6614,20,26.5,7.1,22.8,1.554291333,19.8,25.9,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,females,2015-2018,25042,105047,23.8,1.9496,20,27.7,8.2,23.3,1.830634473,19.7,26.8,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Capitale-Nationale,2403,adults aged 18+ years,females,2015-2018,58957,294243,20,1.4327,17.2,22.8,7.2,20,1.468846843,17.1,22.8,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mauricie et du Centre-du-Qu‚bec,2404,adults aged 18+ years,females,2015-2018,50766,194376,26.1,1.6588,22.9,29.4,6.4,25.6,1.677617074,22.3,28.9,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,L'Estrie,2405,adults aged 18+ years,females,2015-2018,44045,182599,24.1,1.7084,20.8,27.5,7.1,23.6,1.712092545,20.3,27,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Montr‚al,2406,adults aged 18+ years,females,2015-2018,157056,766443,20.5,1.0945,18.3,22.6,5.3,20.6,1.144579386,18.3,22.8,5.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,L'Outaouais,2407,adults aged 18+ years,females,2015-2018,38220,145803,26.2,1.6316,23,29.4,6.2,25.8,1.637492082,22.6,29,6.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,females,2015-2018,17703,53169,33.3,1.6511,30.1,36.5,5,32.7,2.033321084,28.8,36.7,6.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,C“te-Nord,2409,adults aged 18+ years,females,2015-2018,10252,30278,33.9,2.3535,29.2,38.5,7,32.6,2.260590266,28.1,37,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Nord-du-Qu‚bec,2410,adults aged 18+ years,females,2015-2018,1588,4984,31.9,2.3338,27.3,36.5,7.3,31.4,2.921211442,25.7,37.1,9.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,females,2015-2018,11357,36197,31.4,1.7483,27.9,34.8,5.6,29.7,2.083758761,25.6,33.8,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,ChaudiŠre-Appalaches,2412,adults aged 18+ years,females,2015-2018,31437,159337,19.7,1.5678,16.7,22.8,7.9,19.8,1.698502498,16.5,23.2,8.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de Laval,2413,adults aged 18+ years,females,2015-2018,40362,167251,24.1,1.6933,20.8,27.5,7,23.6,1.651482419,20.3,26.8,7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion de LanaudiŠre,2414,adults aged 18+ years,females,2015-2018,51070,185615,27.5,2.0081,23.6,31.5,7.3,26.5,1.636822207,23.2,29.7,6.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,R‚gion des Laurentides,2415,adults aged 18+ years,females,2015-2018,52954,232746,22.8,1.4455,19.9,25.6,6.4,22.4,1.538230557,19.4,25.4,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Mont‚r‚gie,2416,adults aged 18+ years,females,2015-2018,145960,525639,27.8,1.5408,24.7,30.8,5.5,27.5,1.439407523,24.7,30.3,5.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,The District of Algoma HU,3526,adults aged 18+ years,females,2015-2018,15649,42692,36.7,2.0455,32.6,40.7,5.6,35.5,2.991343518,29.6,41.3,8.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Brant County HU,3527,adults aged 18+ years,females,2015-2018,15971,48936,32.6,2.6725,27.4,37.9,8.2,33.3,2.566149031,28.2,38.3,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Durham Regional HU,3530,adults aged 18+ years,females,2015-2018,65060,250686,26,2.0085,22,29.9,7.7,25.4,1.905579383,21.7,29.2,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Elgin-St Thomas HU,3531,adults aged 18+ years,females,2015-2018,11388,32656,34.9,1.7600,31.4,38.3,5,34.4,2.816480311,28.8,39.9,8.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,females,2015-2018,18053,60953,29.6,2.0815,25.5,33.7,7,29.2,2.152564102,25,33.4,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,females,2015-2018,10505,41676,25.2,2.4059,20.5,29.9,9.5,24.8,2.493753917,19.9,29.7,10.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,females,2015-2018,24734,68752,36,3.0098,30.1,41.9,8.4,36.6,3.31516246,30.1,43.1,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,females,2015-2018,43309,211199,20.5,1.6166,17.3,23.7,7.9,20.2,1.624657516,17,23.4,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,females,2015-2018,56509,209082,27,1.7771,23.5,30.5,6.6,26.8,1.966904036,23,30.7,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,females,2015-2018,21719,59660,36.4,2.8354,30.8,42,7.8,36.7,2.771899864,31.3,42.2,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,females,2015-2018,7112,20965,33.9,3.2158,27.6,40.2,9.5,33.8,3.123959301,27.6,39.9,9.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,females,2015-2018,12062,37678,32,2.5977,26.9,37.1,8.1,32.7,2.656497764,27.5,37.9,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,females,2015-2018,24884,78177,31.8,2.5840,26.8,36.9,8.1,32.2,2.671140928,27,37.4,8.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,females,2015-2018,14610,47600,30.7,2.8623,25.1,36.3,9.3,30.5,2.725919683,25.1,35.8,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,females,2015-2018,23030,65107,35.4,2.9041,29.7,41.1,8.2,35.7,3.046905528,29.7,41.7,8.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,females,2015-2018,42742,178759,23.9,2.1536,19.7,28.1,9,24.5,1.940920671,20.7,28.3,7.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,females,2015-2018,54769,172578,31.7,2.0291,27.8,35.7,6.4,30.4,2.298543112,25.9,34.9,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,females,2015-2018,14960,47721,31.3,2.3405,26.8,35.9,7.5,31,3.139324279,24.9,37.2,10.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,females,2015-2018,8396,23043,36.4,2.6878,31.2,41.7,7.4,35.5,2.850902464,29.9,41.1,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,females,2015-2018,86534,364511,23.7,1.5318,20.7,26.7,6.5,23.6,1.539902933,20.6,26.6,6.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,females,2015-2018,13846,41079,33.7,2.5747,28.7,38.8,7.6,34.1,2.741838677,28.7,39.5,8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,females,2015-2018,117334,512110,22.9,1.8842,19.2,26.6,8.2,23.2,1.65892557,20,26.5,7.2
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,females,2015-2018,10030,28775,34.9,2.6661,29.6,40.1,7.6,34.5,2.863649007,28.9,40.1,8.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,females,2015-2018,17882,56309,31.8,2.6544,26.5,37,8.4,31,2.905738932,25.3,36.7,9.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,females,2015-2018,10519,29199,36,2.9510,30.2,41.8,8.2,35.3,2.764580117,29.9,40.7,7.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,females,2015-2018,11942,38609,30.9,2.5925,25.8,36,8.4,30.5,2.779563417,25,35.9,9.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,females,2015-2018,26494,78147,33.9,2.5989,28.8,39,7.7,33.2,2.691800154,27.9,38.5,8.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,females,2015-2018,66618,206805,32.2,2.1335,28,36.4,6.6,31.7,2.131392745,27.5,35.9,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sudbury and District HU,3561,adults aged 18+ years,females,2015-2018,23738,73227,32.4,2.0745,28.3,36.5,6.4,32.6,2.492831322,27.7,37.5,7.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,females,2015-2018,19511,52356,37.3,2.3328,32.7,41.8,6.3,37,2.530414564,32.1,42,6.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,females,2015-2018,5442,12320,44.2,4.0388,36.2,52.1,9.1,45,4.426690878,36.3,53.7,9.8
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,females,2015-2018,62025,198389,31.3,2.2149,26.9,35.6,7.1,31,2.053805097,26.9,35,6.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,females,2015-2018,29528,105931,27.9,2.1104,23.7,32,7.6,27.9,2.090047864,23.8,32,7.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,females,2015-2018,41088,148337,27.7,2.0528,23.7,31.7,7.4,27.4,2.122948809,23.3,31.6,7.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,females,2015-2018,71039,415971,17.1,1.7658,13.6,20.5,10.3,16.9,1.64298906,13.6,20.1,9.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,females,2015-2018,205390,1119020,18.4,1.2029,16,20.7,6.6,18.6,1.184014985,16.3,21,6.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,females,2015-2018,70013,271460,25.8,1.3132,23.2,28.4,5.1,26,1.327531262,23.4,28.6,5.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,females,2015-2018,18562,56879,32.6,2.0816,28.6,36.7,6.4,32.6,2.056473046,28.6,36.6,6.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,females,2015-2018,14084,40170,35.1,2.1357,30.9,39.3,6.1,33.8,2.319783309,29.2,38.3,6.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,females,2015-2018,3664,9670,37.9,2.3312,33.3,42.5,6.2,38.1,2.547554532,33.1,43.1,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,females,2015-2018,18372,60937,30.1,2.2157,25.8,34.5,7.3,29.9,2.010063252,26,33.8,6.7
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,females,2015-2018,5365,19475,27.5,2.4400,22.8,32.3,8.9,26.8,2.719387284,21.5,32.2,10.1
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,females,2015-2018,6064,19194,31.6,2.4783,26.7,36.5,7.8,30,3.004973841,24.1,35.9,10
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,females,2015-2018,5634,15910,35.4,4.3444,26.9,43.9,12.3,32.5,3.741812667,25.1,39.8,11.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,females,2015-2018,27732,100457,27.6,1.9403,23.8,31.4,7,27.7,2.054605718,23.7,31.7,7.4
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,females,2015-2018,7911,19199,41.2,2.5732,36.2,46.3,6.2,40.2,3.592591537,33.2,47.3,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,females,2015-2018,36780,127927,28.8,2.2588,24.3,33.2,7.9,29.4,2.160312123,25.1,33.6,7.3
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,females,2015-2018,4123,13195,31.2,3.5062,24.4,38.1,11.2,29.3,3.110239729,23.2,35.4,10.6
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,females,2015-2018,4702,12982,36.2,3.5343,29.3,43.2,9.8,37.3,4.304778984,28.9,45.7,11.5
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,females,2015-2018,8159,23763,34.3,2.8651,28.7,40,8.3,33,2.92157733,27.2,38.7,8.9
Obesity,"Prevalence (%) of obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,females,2015-2018,6358,22450,28.3,2.6323,23.2,33.5,9.3,28.3,2.989729087,22.5,34.2,10.6
