Indicator,Indicator_Measure,Geography,Geo_Label,GEO_Code,Age_Groups,Sex,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thunder Bay District HU,3562,adults aged 18+ years,males,2015-2018,41146,54355,75.7,2.7646,70.3,81.1,3.7,75.3,2.609894116,70.2,80.4,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Timiskaming HU,3563,adults aged 18+ years,males,2015-2018,9135,11587,78.8,2.8169,73.3,84.4,3.6,77.4,3.3119549,70.9,83.8,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Waterloo HU,3565,adults aged 18+ years,males,2015-2018,135614,206246,65.8,1.9729,61.9,69.6,3,66.2,2.043458626,62.2,70.2,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,males,2015-2018,80324,107477,74.7,2.4277,70,79.5,3.2,75,2.226266686,70.7,79.4,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Windsor-Essex County HU,3568,adults aged 18+ years,males,2015-2018,110877,152090,72.9,2.4222,68.1,77.7,3.3,73.2,2.172314162,69,77.5,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,York Regional HU,3570,adults aged 18+ years,males,2015-2018,273633,424864,64.4,1.8569,60.8,68,2.9,64.3,1.863112924,60.6,67.9,2.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Toronto HU,3595,adults aged 18+ years,males,2015-2018,635081,1078813,58.9,1.6125,55.7,62,2.7,59.3,1.659582539,56.1,62.6,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Winnipeg RHA,4601,adults aged 18+ years,males,2015-2018,189437,278695,68,1.6413,64.8,71.2,2.4,68.8,1.497657483,65.8,71.7,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie Mountain Health,4602,adults aged 18+ years,males,2015-2018,43357,56169,77.2,1.9141,73.4,80.9,2.5,76.4,1.951102213,72.5,80.2,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Interlake-Eastern Regional Health,4603,adults aged 18+ years,males,2015-2018,34211,43558,78.5,2.1224,74.4,82.7,2.7,78.7,1.975522363,74.9,82.6,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern RHA,4604,adults aged 18+ years,males,2015-2018,8647,11010,78.5,3.2738,72.1,85,4.2,79.2,2.515227129,74.3,84.2,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Southern Health,4605,adults aged 18+ years,males,2015-2018,49704,65022,76.4,1.5996,73.3,79.6,2.1,77,1.859620341,73.3,80.6,2.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sun Country RHA,4701,adults aged 18+ years,males,2015-2018,17645,22270,79.2,2.6666,74,84.5,3.4,78.7,2.452437466,73.9,83.5,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Five Hills RHA,4702,adults aged 18+ years,males,2015-2018,15572,20816,74.8,3.5539,67.8,81.8,4.8,76.2,2.818682706,70.7,81.7,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Cypress RHA,4703,adults aged 18+ years,males,2015-2018,11609,15135,76.7,2.7612,71.3,82.1,3.6,73.6,3.763637763,66.2,81,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Regina Qu'Appelle RHA,4704,adults aged 18+ years,males,2015-2018,87547,108137,81,1.8789,77.3,84.6,2.3,81.2,1.896542567,77.4,84.9,2.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Sunrise RHA,4705,adults aged 18+ years,males,2015-2018,17146,20435,83.9,2.2888,79.4,88.4,2.7,84.4,2.381086031,79.7,89,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saskatoon RHA,4706,adults aged 18+ years,males,2015-2018,99502,136089,73.1,2.2643,68.7,77.6,3.1,74,2.056558818,70,78,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Heartland RHA,4707,adults aged 18+ years,males,2015-2018,11915,16394,72.7,4.0788,64.7,80.7,5.6,70.3,4.073987533,62.3,78.3,5.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kelsey Trail RHA,4708,adults aged 18+ years,males,2015-2018,10200,12979,78.6,4.0385,70.7,86.5,5.1,76.3,4.625174856,67.3,85.4,6.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prince Albert Parkland RHA,4709,adults aged 18+ years,males,2015-2018,19683,24426,80.6,2.9292,74.8,86.3,3.6,79.5,3.37471509,72.9,86.1,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prairie North RHA,4710,adults aged 18+ years,males,2015-2018,18495,23446,78.9,3.1243,72.8,85,4,79.8,3.008036657,73.9,85.7,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mamawetan/Keewatin/Athabasca,4714,adults aged 18+ years,males,2015-2018,3625,5158,70.3,7.6316,55.3,85.3,10.9,72.8,5.015097281,63,82.6,6.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Zone,4831,adults aged 18+ years,males,2015-2018,76730,108547,70.7,1.5976,67.6,73.8,2.3,71.4,1.647613047,68.2,74.7,2.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Calgary Zone,4832,adults aged 18+ years,males,2015-2018,427140,624313,68.4,1.1870,66.1,70.7,1.7,68.4,1.154771667,66.2,70.7,1.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Zone,4833,adults aged 18+ years,males,2015-2018,127334,173691,73.3,1.5743,70.2,76.4,2.1,73.2,1.48739375,70.3,76.1,2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Edmonton Zone,4834,adults aged 18+ years,males,2015-2018,392598,534924,73.4,1.2508,70.9,75.8,1.7,73.8,1.13954107,71.5,76,1.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Zone,4835,adults aged 18+ years,males,2015-2018,128403,164355,78.1,1.2806,75.6,80.6,1.6,77.6,1.330558512,75,80.2,1.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,East Kootenay HSDA,5911,adults aged 18+ years,males,2015-2018,23227,32966,70.5,2.4854,65.6,75.3,3.5,69.6,3.068822178,63.6,75.7,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Kootenay-Boundary HSDA,5912,adults aged 18+ years,males,2015-2018,21048,31615,66.6,2.7389,61.2,72,4.1,63.9,2.810073475,58.4,69.4,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Okanagan HSDA,5913,adults aged 18+ years,males,2015-2018,93386,134736,69.3,2.0635,65.3,73.4,3,67.4,2.107919101,63.2,71.5,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Thompson/Cariboo HSDA,5914,adults aged 18+ years,males,2015-2018,59084,81914,72.1,2.9261,66.4,77.9,4.1,71.6,2.557673145,66.6,76.7,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser East HSDA,5921,adults aged 18+ years,males,2015-2018,81294,105592,77,2.2232,72.6,81.4,2.9,77.6,1.976516482,73.8,81.5,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser North HSDA,5922,adults aged 18+ years,males,2015-2018,156032,248215,62.9,1.7689,59.4,66.3,2.8,63.2,1.933238157,59.4,66.9,3.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Fraser South HSDA,5923,adults aged 18+ years,males,2015-2018,207045,299674,69.1,2.0944,65,73.2,3,69.3,1.832121344,65.7,72.9,2.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Richmond HSDA,5931,adults aged 18+ years,males,2015-2018,43487,80500,54,2.7310,48.7,59.4,5.1,54.1,2.574733128,49,59.1,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Vancouver HSDA,5932,adults aged 18+ years,males,2015-2018,140224,264225,53.1,2.3368,48.5,57.7,4.4,53.7,2.390386667,49,58.4,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Shore/Coast Garibaldi HSDA,5933,adults aged 18+ years,males,2015-2018,63016,100641,62.6,3.1831,56.4,68.9,5.1,62.5,2.762493585,57.1,67.9,4.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,South Vancouver Island HSDA,5941,adults aged 18+ years,males,2015-2018,96117,146209,65.7,2.1946,61.4,70,3.3,65.6,2.182665599,61.3,69.8,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Vancouver Island HSDA,5942,adults aged 18+ years,males,2015-2018,66963,100670,66.5,2.5503,61.5,71.5,3.8,64.5,2.928563555,58.7,70.2,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Vancouver Island HSDA,5943,adults aged 18+ years,males,2015-2018,31680,44245,71.6,3.1286,65.5,77.7,4.4,70.2,3.003418076,64.3,76.1,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwest HSDA,5951,adults aged 18+ years,males,2015-2018,15605,22977,67.9,3.9090,60.2,75.6,5.8,67.2,3.130527049,61.1,73.3,4.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northern Interior HSDA,5952,adults aged 18+ years,males,2015-2018,37018,51177,72.3,2.5187,67.4,77.3,3.5,71.9,2.425532341,67.2,76.7,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northeast HSDA,5953,adults aged 18+ years,males,2015-2018,18278,24887,73.4,2.8788,67.8,79.1,3.9,76,2.527996324,71,80.9,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,YUKON,6001,adults aged 18+ years,males,2015-2018,312939,405285,77.2,0.9722,75.3,79.1,1.3,77.3,0.977885044,75.4,79.3,1.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,NORTHWEST TERRITORIES,6101,adults aged 18+ years,males,2015-2018,1152205,1605829,71.8,0.6634,70.4,73.1,0.9,71.9,0.633034277,70.7,73.2,0.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,NUNAVUT,6201,adults aged 18+ years,males,2015-2018,1153504,1770244,65.2,0.7179,63.8,66.6,1.1,65.2,0.683046505,63.9,66.5,1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,CANADA,1,adults aged 18+ years,females,2015-2018,3473824,5133709,67.7,0.5181,66.7,68.7,0.8,67.8,0.521697363,66.8,68.9,0.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Regional,1011,adults aged 18+ years,females,2015-2018,85169,123703,68.8,1.7857,65.3,72.4,2.6,68,1.729436963,64.6,71.4,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Central Regional,1012,adults aged 18+ years,females,2015-2018,26445,34923,75.7,2.0921,71.6,79.8,2.8,73.3,2.825227678,67.8,78.8,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Western Regional,1013,adults aged 18+ years,females,2015-2018,23172,30972,74.8,2.1528,70.6,79,2.9,71.8,2.343711765,67.2,76.4,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Labrador-Grenfell Regional,1014,adults aged 18+ years,females,2015-2018,9764,12492,78.2,2.1277,74,82.3,2.7,77.6,2.526272874,72.6,82.5,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Prince Edward Island,1100,adults aged 18+ years,females,2015-2018,37057,55995,66.2,1.4155,63.4,69,2.1,65.3,1.456598103,62.5,68.2,2.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 - Western,1201,adults aged 18+ years,females,2015-2018,51973,75487,68.9,1.7387,65.4,72.3,2.5,67.6,1.919842458,63.8,71.4,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 - Northern,1202,adults aged 18+ years,females,2015-2018,38859,54982,70.7,1.9620,66.8,74.5,2.8,68.8,2.204537115,64.5,73.2,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 - Eastern,1203,adults aged 18+ years,females,2015-2018,42289,58408,72.4,1.9096,68.7,76.2,2.6,71.1,2.144743104,66.9,75.3,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 - Central,1204,adults aged 18+ years,females,2015-2018,103441,175399,59,1.6762,55.7,62.3,2.8,58.9,1.752964777,55.4,62.3,3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 1 (Moncton area),1301,adults aged 18+ years,females,2015-2018,57109,81825,69.8,2.2687,65.3,74.2,3.3,68.3,2.450513148,63.5,73.1,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 2 (Saint John area),1302,adults aged 18+ years,females,2015-2018,47125,66146,71.2,2.3162,66.7,75.8,3.3,69.7,2.390859197,65,74.4,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 3 (Fredericton area),1303,adults aged 18+ years,females,2015-2018,40286,65037,61.9,2.4524,57.1,66.8,4,60.6,2.511125606,55.7,65.5,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 4 (Edmundston area),1304,adults aged 18+ years,females,2015-2018,12599,18520,68,3.6527,60.9,75.2,5.4,68.6,4.060294717,60.6,76.6,5.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 5 (Campbellton area),1305,adults aged 18+ years,females,2015-2018,6603,9212,71.7,3.0156,65.8,77.6,4.2,70.7,4.306602899,62.2,79.1,6.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 6 (Bathurst area),1306,adults aged 18+ years,females,2015-2018,21068,29767,70.8,2.1557,66.5,75,3,67.2,3.264873354,60.8,73.6,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Zone 7 (Miramichi area),1307,adults aged 18+ years,females,2015-2018,12649,16204,78.1,3.0815,72,84.1,3.9,78.6,3.502165276,71.8,85.5,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Bas-Saint-Laurent,2401,adults aged 18+ years,females,2015-2018,47073,78889,59.7,1.5076,56.7,62.6,2.5,57.6,2.140688665,53.4,61.8,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,females,2015-2018,61257,105047,58.3,1.9330,54.5,62.1,3.3,56,2.047737458,52,60,3.7
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Capitale-Nationale,2403,adults aged 18+ years,females,2015-2018,147676,294243,50.2,1.5304,47.2,53.2,3,49,1.640926916,45.7,52.2,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Mauricie et du Centre-du-Québec,2404,adults aged 18+ years,females,2015-2018,118151,194376,60.8,1.9979,56.9,64.7,3.3,59,2.01427876,55.1,63,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Estrie,2405,adults aged 18+ years,females,2015-2018,102953,182599,56.4,1.7439,53,59.8,3.1,54.7,1.98330296,50.8,58.6,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région de Montréal,2406,adults aged 18+ years,females,2015-2018,378022,766443,49.3,1.3013,46.8,51.9,2.6,49.9,1.402086637,47.1,52.6,2.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Outaouais,2407,adults aged 18+ years,females,2015-2018,84848,145803,58.2,2.0122,54.2,62.1,3.5,57.6,1.923356299,53.8,61.3,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,L'Abitibi-Témiscamingue,2408,adults aged 18+ years,females,2015-2018,33735,53169,63.4,1.8171,59.9,67,2.9,62.3,2.15558373,58.1,66.5,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Côte-Nord,2409,adults aged 18+ years,females,2015-2018,20123,30278,66.5,2.0082,62.5,70.4,3,65.3,2.372598354,60.7,70,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Nord-du-Québec,2410,adults aged 18+ years,females,2015-2018,3126,4984,62.7,1.9301,58.9,66.5,3.1,61.6,2.928213451,55.9,67.4,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Gaspésie - Îles-de-la-Madeleine,2411,adults aged 18+ years,females,2015-2018,24372,36197,67.3,1.6112,64.2,70.5,2.4,62.8,2.141786292,58.6,67,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Chaudière-Appalaches,2412,adults aged 18+ years,females,2015-2018,84815,159337,53.2,1.8165,49.7,56.8,3.4,52.5,1.906925929,48.8,56.2,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région de Laval,2413,adults aged 18+ years,females,2015-2018,90571,167251,54.2,1.8927,50.4,57.9,3.5,52.5,1.894807047,48.8,56.2,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région de Lanaudière,2414,adults aged 18+ years,females,2015-2018,108079,185615,58.2,2.1643,54,62.5,3.7,56.5,1.856679385,52.8,60.1,3.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Région des Laurentides,2415,adults aged 18+ years,females,2015-2018,128113,232746,55,1.8306,51.5,58.6,3.3,53.6,1.904371708,49.9,57.4,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Montérégie,2416,adults aged 18+ years,females,2015-2018,312713,525639,59.5,1.5502,56.4,62.5,2.6,58.9,1.50036742,56,61.8,2.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,The District of Algoma HU,3526,adults aged 18+ years,females,2015-2018,27956,42692,65.5,2.2242,61.1,69.8,3.4,63.4,2.894302207,57.7,69,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Brant County HU,3527,adults aged 18+ years,females,2015-2018,30919,48936,63.2,2.0843,59.1,67.3,3.3,63.2,2.504212664,58.3,68.2,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Durham Regional HU,3530,adults aged 18+ years,females,2015-2018,145018,250686,57.8,2.2614,53.4,62.3,3.9,57.5,2.277594201,53.1,62,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Elgin-St Thomas HU,3531,adults aged 18+ years,females,2015-2018,22054,32656,67.5,2.1573,63.3,71.8,3.2,66.9,2.65510889,61.7,72.1,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Grey Bruce HU,3533,adults aged 18+ years,females,2015-2018,36823,60953,60.4,2.6977,55.1,65.7,4.5,61.1,2.819844427,55.6,66.6,4.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Haldimand-Norfolk HU,3534,adults aged 18+ years,females,2015-2018,24445,41676,58.7,3.4514,51.9,65.4,5.9,56,3.504799236,49.2,62.9,6.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,females,2015-2018,46509,68752,67.6,2.7558,62.2,73.1,4.1,66.2,2.856039777,60.6,71.8,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Halton Regional HU,3536,adults aged 18+ years,females,2015-2018,110812,211199,52.5,2.0924,48.4,56.6,4,51.9,2.091266043,47.8,56,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Hamilton HU,3537,adults aged 18+ years,females,2015-2018,127037,209082,60.8,1.9907,56.9,64.7,3.3,60.6,2.096544072,56.5,64.7,3.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,females,2015-2018,39407,59660,66.1,2.6098,60.9,71.2,4,65.1,2.682749786,59.8,70.3,4.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Huron County HU,3539,adults aged 18+ years,females,2015-2018,13533,20965,64.6,3.1030,58.5,70.6,4.8,63.7,3.132467735,57.5,69.8,4.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Chatham-Kent HU,3540,adults aged 18+ years,females,2015-2018,24403,37678,64.8,2.7258,59.4,70.1,4.2,64.2,3.278534461,57.7,70.6,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,females,2015-2018,50105,78177,64.1,2.3486,59.5,68.7,3.7,63.8,2.714906009,58.5,69.1,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Lambton HU,3542,adults aged 18+ years,females,2015-2018,30271,47600,63.6,2.2026,59.3,67.9,3.5,62.5,2.829914067,56.9,68,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,females,2015-2018,44516,65107,68.4,2.4535,63.6,73.2,3.6,68.8,2.653290614,63.6,74,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Middlesex-London HU,3544,adults aged 18+ years,females,2015-2018,96698,178759,54.1,1.9578,50.3,57.9,3.6,54.5,2.195165132,50.2,58.8,4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Niagara Regional Area HU,3546,adults aged 18+ years,females,2015-2018,109170,172578,63.3,2.1257,59.1,67.4,3.4,60.4,2.334401282,55.8,65,3.9
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,North Bay Parry Sound District HU,3547,adults aged 18+ years,females,2015-2018,31829,47721,66.7,2.5884,61.6,71.8,3.9,65.1,3.317938311,58.6,71.6,5.1
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Northwestern HU,3549,adults aged 18+ years,females,2015-2018,15369,23043,66.7,3.7765,59.3,74.1,5.7,65.6,2.957159657,59.8,71.4,4.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,City of Ottawa HU,3551,adults aged 18+ years,females,2015-2018,199852,364511,54.8,1.9921,50.9,58.7,3.6,54.9,1.846084291,51.3,58.6,3.4
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Oxford County HU,3552,adults aged 18+ years,females,2015-2018,27165,41079,66.1,2.3218,61.6,70.7,3.5,65.3,2.380697066,60.7,70,3.6
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peel Regional HU,3553,adults aged 18+ years,females,2015-2018,297635,512110,58.1,1.9595,54.3,62,3.4,58.4,1.844231813,54.8,62,3.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Perth District HU,3554,adults aged 18+ years,females,2015-2018,19014,28775,66.1,2.1531,61.9,70.3,3.3,65.5,2.514911527,60.6,70.5,3.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Peterborough County-City HU,3555,adults aged 18+ years,females,2015-2018,35331,56309,62.7,2.5456,57.7,67.7,4.1,61,3.375873925,54.3,67.6,5.5
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Porcupine HU,3556,adults aged 18+ years,females,2015-2018,21069,29199,72.2,3.1259,66,78.3,4.3,70.6,2.939048801,64.8,76.4,4.2
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Renfrew County and District HU,3557,adults aged 18+ years,females,2015-2018,26358,38609,68.3,3.4450,61.5,75,5,66.9,3.237947714,60.5,73.2,4.8
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Eastern Ontario HU,3558,adults aged 18+ years,females,2015-2018,51541,78147,66,2.3039,61.4,70.5,3.5,64,2.731511345,58.6,69.3,4.3
Overweight or Obesity,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",Health Regions,Simcoe Muskoka District HU,3560,adults aged 18+ years,females,2015-2018,127044,206805,61.4,2.0764,57.4,65.5,3.4,60.2,2.015803876,56.3,64.2,3.3
