Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Census Metropolitan Areas/Large Census Agglomerations,3,Dawson Creek (CA),975,adults aged 18+ years,1,females,3,2015-2017,3133,5215,60.1,3.1817,53.8,66.3,5.3,3,64.9,5.695364523,53.8,76.1,8.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Census Metropolitan Areas/Large Census Agglomerations,3,Fort St. John (CA),977,adults aged 18+ years,1,females,3,2015-2017,8397,12052,69.7,3.6863,62.4,76.9,5.3,3,70.7,3.696383496,63.5,78,5.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Census Metropolitan Areas/Large Census Agglomerations,3,Whitehorse (CA),990,adults aged 18+ years,1,females,3,2015-2017,7151,10686,66.9,2.3085,62.4,71.4,3.4,3,68,2.3284653,63.4,72.5,3.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Census Metropolitan Areas/Large Census Agglomerations,3,Iqaluit (*),994,adults aged 18+ years,1,females,3,2015-2017,2024,2925,69.2,5.0477,59.3,79.1,7.3,3,74.3,5.076154707,64.3,84.2,6.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Census Metropolitan Areas/Large Census Agglomerations,3,Yellowknife (CA),995,adults aged 18+ years,1,females,3,2015-2017,4471,7486,59.7,3.6562,52.6,66.9,6.1,3,62.9,3.597353496,55.9,70,5.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,CANADA,0,youth aged 12-17 years,2,both sexes,1,2015-2017,1401440,1980101,70.8,0.6203,69.6,72,0.9,3,70.8,0.6075295856,69.6,72,0.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,youth aged 12-17 years,2,both sexes,1,2015-2017,21989,28057,78.4,2.6400,73.2,83.6,3.4,3,78.5,2.542046268,73.5,83.5,3.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,PRINCE EDWARD ISLAND,11,youth aged 12-17 years,2,both sexes,1,2015-2017,6420,8632,74.4,2.6625,69.1,79.6,3.6,3,74.5,2.716668739,69.2,79.8,3.6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NOVA SCOTIA,12,youth aged 12-17 years,2,both sexes,1,2015-2017,37967,49584,76.6,2.0897,72.5,80.7,2.7,3,76.8,2.179611425,72.5,81.1,2.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NEW BRUNSWICK,13,youth aged 12-17 years,2,both sexes,1,2015-2017,27989,40757,68.7,2.6786,63.4,73.9,3.9,3,68.6,2.736611637,63.2,73.9,4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,QUEBEC,24,youth aged 12-17 years,2,both sexes,1,2015-2017,248690,430623,57.8,1.2800,55.2,60.3,2.2,3,57.8,1.278292692,55.3,60.3,2.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,ONTARIO,35,youth aged 12-17 years,2,both sexes,1,2015-2017,605489,796669,76,1.0886,73.9,78.1,1.4,3,76,1.070881914,73.9,78.1,1.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,MANITOBA,46,youth aged 12-17 years,2,both sexes,1,2015-2017,54405,74935,72.6,2.0711,68.5,76.7,2.9,3,72.6,2.186303098,68.3,76.9,3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,SASKATCHEWAN,47,youth aged 12-17 years,2,both sexes,1,2015-2017,45383,62183,73,2.2508,68.6,77.4,3.1,3,73.1,2.370002992,68.4,77.7,3.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,ALBERTA,48,youth aged 12-17 years,2,both sexes,1,2015-2017,171477,236553,72.5,1.6064,69.3,75.6,2.2,3,72.5,1.624619729,69.3,75.7,2.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,BRITISH COLUMBIA,59,youth aged 12-17 years,2,both sexes,1,2015-2017,176735,245470,72,1.5921,68.9,75.1,2.2,3,72,1.594526553,68.9,75.2,2.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,YUKON,60,youth aged 12-17 years,2,both sexes,1,2015-2017,1326,1954,67.9,3.2476,61.5,74.2,4.8,3,67.8,3.21830253,61.5,74.1,4.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NORTHWEST TERRITORIES,61,youth aged 12-17 years,2,both sexes,1,2015-2017,1836,2382,77.1,3.2653,70.7,83.5,4.2,3,77.1,3.337866067,70.6,83.7,4.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NUNAVUT,62,youth aged 12-17 years,2,both sexes,1,2015-2017,1735,2301,75.4,5.7767,64.1,86.7,7.7,3,75.3,5.845230342,63.9,86.8,7.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,CANADA,0,youth aged 12-17 years,2,males,2,2015-2017,728286,1001732,72.7,0.8559,71,74.4,1.2,3,72.7,0.837547592,71.1,74.4,1.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,youth aged 12-17 years,2,males,2,2015-2017,11364,14151,80.3,3.4889,73.5,87.1,4.3,3,80.1,3.636979925,72.9,87.2,4.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,PRINCE EDWARD ISLAND,11,youth aged 12-17 years,2,males,2,2015-2017,3577,4450,80.4,3.3418,73.8,86.9,4.2,3,81.1,3.23658911,74.7,87.4,4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NOVA SCOTIA,12,youth aged 12-17 years,2,males,2,2015-2017,19371,25429,76.2,3.0774,70.1,82.2,4,3,76.9,3.042554703,71,82.9,4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NEW BRUNSWICK,13,youth aged 12-17 years,2,males,2,2015-2017,15485,20597,75.2,3.5792,68.2,82.2,4.8,3,75.1,3.611692003,68,82.2,4.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,QUEBEC,24,youth aged 12-17 years,2,males,2,2015-2017,127818,217011,58.9,1.8664,55.2,62.6,3.2,3,58.9,1.828582581,55.3,62.5,3.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,ONTARIO,35,youth aged 12-17 years,2,males,2,2015-2017,317593,407322,78,1.5245,75,81,2,3,78,1.472171459,75.1,80.9,1.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,MANITOBA,46,youth aged 12-17 years,2,males,2,2015-2017,27932,37957,73.6,2.9605,67.8,79.4,4,3,73.5,3.094837019,67.4,79.5,4.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,SASKATCHEWAN,47,youth aged 12-17 years,2,males,2,2015-2017,24832,31572,78.7,2.9955,72.8,84.5,3.8,3,78.8,2.977079087,73,84.6,3.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,ALBERTA,48,youth aged 12-17 years,2,males,2,2015-2017,88365,117516,75.2,2.0394,71.2,79.2,2.7,3,75.2,2.073105482,71.1,79.2,2.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,BRITISH COLUMBIA,59,youth aged 12-17 years,2,males,2,2015-2017,89399,122368,73.1,2.0548,69,77.1,2.8,3,73.1,2.048678271,69.1,77.1,2.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,YUKON,60,youth aged 12-17 years,2,males,2,2015-2017,727,1031,70.5,4.4027,61.9,79.2,6.2,3,70.6,4.219556272,62.4,78.9,6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NORTHWEST TERRITORIES,61,youth aged 12-17 years,2,males,2,2015-2017,991,1200,82.6,4.1416,74.5,90.7,5,3,82.7,4.046476649,74.8,90.6,4.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NUNAVUT,62,youth aged 12-17 years,2,males,2,2015-2017,834,1129,73.9,8.4628,57.2,90.5,11.5,3,74,9.12690624,56.1,91.9,12.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,CANADA,0,youth aged 12-17 years,2,females,3,2015-2017,673154,978370,68.8,0.8990,67,70.6,1.3,3,68.8,0.8783515078,67.1,70.5,1.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,youth aged 12-17 years,2,females,3,2015-2017,10625,13906,76.4,3.8947,68.8,84,5.1,3,76.5,3.611752824,69.5,83.6,4.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,PRINCE EDWARD ISLAND,11,youth aged 12-17 years,2,females,3,2015-2017,2843,4181,68,4.4662,59.2,76.7,6.6,3,68,4.466896661,59.3,76.8,6.6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NOVA SCOTIA,12,youth aged 12-17 years,2,females,3,2015-2017,18597,24155,77,3.0337,71,82.9,3.9,3,76.4,3.108496239,70.3,82.5,4.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NEW BRUNSWICK,13,youth aged 12-17 years,2,females,3,2015-2017,12504,20160,62,4.2138,53.8,70.3,6.8,3,61.9,4.244630393,53.6,70.2,6.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,QUEBEC,24,youth aged 12-17 years,2,females,3,2015-2017,120872,213612,56.6,1.7661,53.1,60.1,3.1,3,56.5,1.811164873,53,60.1,3.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,ONTARIO,35,youth aged 12-17 years,2,females,3,2015-2017,287896,389347,73.9,1.5639,70.9,77,2.1,3,73.9,1.563391824,70.9,77,2.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,MANITOBA,46,youth aged 12-17 years,2,females,3,2015-2017,26473,36978,71.6,3.0246,65.7,77.5,4.2,3,71.7,3.089904356,65.6,77.7,4.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,SASKATCHEWAN,47,youth aged 12-17 years,2,females,3,2015-2017,20551,30612,67.1,3.5464,60.2,74.1,5.3,3,67.1,3.694366544,59.9,74.4,5.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,ALBERTA,48,youth aged 12-17 years,2,females,3,2015-2017,83112,119038,69.8,2.4532,65,74.6,3.5,3,69.8,2.406765304,65.1,74.6,3.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,BRITISH COLUMBIA,59,youth aged 12-17 years,2,females,3,2015-2017,87336,123102,70.9,2.3273,66.4,75.5,3.3,3,70.9,2.319996435,66.4,75.5,3.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,YUKON,60,youth aged 12-17 years,2,females,3,2015-2017,599,923,64.9,4.5705,55.9,73.9,7,3,65.1,4.649725996,55.9,74.2,7.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NORTHWEST TERRITORIES,61,youth aged 12-17 years,2,females,3,2015-2017,845,1182,71.5,5.0380,61.6,81.3,7.1,3,71.4,5.248405774,61.2,81.7,7.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,province/territory,1,NUNAVUT,62,youth aged 12-17 years,2,females,3,2015-2017,902,1172,76.9,8.4567,60.3,93.5,11,3,76.9,8.051462909,61.1,92.7,10.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,CANADA,0,youth aged 12-17 years,2,both sexes,1,2015-2017,1401440,1980101,70.8,0.6203,69.6,72,0.9,3,70.8,0.6075295856,69.6,72,0.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Eastern Regional,1011,youth aged 12-17 years,2,both sexes,1,2015-2017,13216,17495,75.5,3.8618,68,83.1,5.1,3,75.9,3.739800634,68.5,83.2,4.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Central Regional,1012,youth aged 12-17 years,2,both sexes,1,2015-2017,4053,4833,83.9,4.7070,74.6,93.1,5.6,3,84,4.624496987,74.9,93.1,5.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Western Regional,1013,youth aged 12-17 years,2,both sexes,1,2015-2017,3115,3784,82.3,4.4749,73.5,91.1,5.4,3,82.1,4.67552409,72.9,91.2,5.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Labrador-Grenfell Regional,1014,youth aged 12-17 years,2,both sexes,1,2015-2017,1604,1946,82.5,6.0730,70.5,94.4,7.4,3,83.8,5.38585093,73.2,94.3,6.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Prince Edward Island,1100,youth aged 12-17 years,2,both sexes,1,2015-2017,6420,8632,74.4,2.6625,69.1,79.6,3.6,3,74.5,2.716668739,69.2,79.8,3.6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 1 - Western,1201,youth aged 12-17 years,2,both sexes,1,2015-2017,7704,9964,77.3,4.2227,69,85.6,5.5,3,78,4.072667807,70,86,5.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 2 - Northern,1202,youth aged 12-17 years,2,both sexes,1,2015-2017,7167,8430,85,3.9102,77.3,92.7,4.6,3,84.9,4.004874669,77,92.7,4.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 3 - Eastern,1203,youth aged 12-17 years,2,both sexes,1,2015-2017,5816,8204,70.9,5.4037,60.3,81.5,7.6,3,72.2,5.098865653,62.2,82.2,7.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 4 - Central,1204,youth aged 12-17 years,2,both sexes,1,2015-2017,17280,22986,75.2,3.3857,68.5,81.8,4.5,3,75.1,3.513614674,68.2,82,4.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 1 (Moncton area),1301,youth aged 12-17 years,2,both sexes,1,2015-2017,8714,10958,79.5,4.9266,69.9,89.2,6.2,3,79.4,4.93088697,69.8,89.1,6.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 2 (Saint John area),1302,youth aged 12-17 years,2,both sexes,1,2015-2017,7570,11048,68.5,5.6360,57.5,79.6,8.2,3,69.2,5.646277502,58.1,80.2,8.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 3 (Fredericton area),1303,youth aged 12-17 years,2,both sexes,1,2015-2017,6621,11134,59.5,5.8289,48,70.9,9.8,3,59.5,6.105715637,47.5,71.4,10.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 4 (Edmundston area),1304,youth aged 12-17 years,2,both sexes,1,2015-2017,1215,1823,66.7,8.8595,49.3,84.1,13.3,3,65.9,8.618276359,49,82.8,13.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 5 (Campbellton area),1305,youth aged 12-17 years,2,both sexes,1,2015-2017,709,1125,63,9.7988,43.8,82.2,15.6,2,62.9,10.23693268,42.9,83,16.3,2
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 6 (Bathurst area),1306,youth aged 12-17 years,2,both sexes,1,2015-2017,1675,2372,70.6,8.4015,54.1,87.1,11.9,3,68,8.099268861,52.1,83.8,11.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Zone 7 (Miramichi area),1307,youth aged 12-17 years,2,both sexes,1,2015-2017,1486,2297,64.7,8.1093,48.8,80.6,12.5,3,63.2,7.930130158,47.6,78.7,12.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Bas-Saint-Laurent,2401,youth aged 12-17 years,2,both sexes,1,2015-2017,5565,9990,55.7,5.1142,45.7,65.7,9.2,3,55.8,5.099255902,45.8,65.8,9.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Saguenay - Lac-Saint-Jean,2402,youth aged 12-17 years,2,both sexes,1,2015-2017,7866,13675,57.5,4.8459,48,67,8.4,3,57.9,4.719032679,48.6,67.1,8.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Capitale-Nationale,2403,youth aged 12-17 years,2,both sexes,1,2015-2017,16055,32251,49.8,4.0134,41.9,57.7,8.1,3,49.8,4.103345233,41.8,57.8,8.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Mauricie et du Centre-du-Québec,2404,youth aged 12-17 years,2,both sexes,1,2015-2017,15991,25588,62.5,4.2060,54.2,70.7,6.7,3,62.2,4.344916963,53.7,70.7,7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,L'Estrie,2405,youth aged 12-17 years,2,both sexes,1,2015-2017,11740,25200,46.6,4.3585,38,55.1,9.4,3,46.6,4.490886074,37.8,55.4,9.6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Région de Montréal,2406,youth aged 12-17 years,2,both sexes,1,2015-2017,57112,93642,61,3.4613,54.2,67.8,5.7,3,60.7,3.495723583,53.9,67.6,5.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,L'Outaouais,2407,youth aged 12-17 years,2,both sexes,1,2015-2017,11488,21609,53.2,5.0695,43.2,63.1,9.5,3,53,5.070825732,43.1,63,9.6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,L'Abitibi-Témiscamingue,2408,youth aged 12-17 years,2,both sexes,1,2015-2017,5167,7755,66.6,5.0977,56.6,76.6,7.7,3,66.5,5.092596907,56.6,76.5,7.7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Côte-Nord,2409,youth aged 12-17 years,2,both sexes,1,2015-2017,2416,4344,55.6,6.9236,42,69.2,12.4,3,59.4,6.588021375,46.4,72.3,11.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Nord-du-Québec,2410,youth aged 12-17 years,2,both sexes,1,2015-2017,420,778,53.9,9.5205,35.2,72.6,17.7,2,54,9.491507462,35.4,72.6,17.6,2
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Gaspésie - Îles-de-la-Madeleine,2411,youth aged 12-17 years,2,both sexes,1,2015-2017,2634,3851,68.4,5.5566,57.5,79.3,8.1,3,68.4,5.653148893,57.3,79.5,8.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Chaudière-Appalaches,2412,youth aged 12-17 years,2,both sexes,1,2015-2017,13217,23157,57.1,4.2938,48.7,65.5,7.5,3,57.4,4.237903902,49.1,65.7,7.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Région de Laval,2413,youth aged 12-17 years,2,both sexes,1,2015-2017,14986,25276,59.3,4.5155,50.4,68.2,7.6,3,59.2,4.671093147,50,68.3,7.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Région de Lanaudière,2414,youth aged 12-17 years,2,both sexes,1,2015-2017,18668,28675,65.1,4.0107,57.2,73,6.2,3,64.6,4.116569128,56.6,72.7,6.4,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Région des Laurentides,2415,youth aged 12-17 years,2,both sexes,1,2015-2017,20060,36341,55.2,4.0922,47.2,63.2,7.4,3,55,3.866093245,47.4,62.6,7,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Montérégie,2416,youth aged 12-17 years,2,both sexes,1,2015-2017,45305,78493,57.7,3.5684,50.7,64.7,6.2,3,57.7,3.54420526,50.8,64.7,6.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,The District of Algoma HU,3526,youth aged 12-17 years,2,both sexes,1,2015-2017,4048,5167,78.3,6.1310,66.3,90.4,7.8,3,78.3,5.724423892,67.1,89.5,7.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Brant County HU,3527,youth aged 12-17 years,2,both sexes,1,2015-2017,5570,8019,69.5,7.2089,55.3,83.6,10.4,3,70.3,6.899930602,56.8,83.9,9.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Durham Regional HU,3530,youth aged 12-17 years,2,both sexes,1,2015-2017,31577,40958,77.1,4.7154,67.8,86.3,6.1,3,76.7,4.655201596,67.6,85.8,6.1,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Elgin-St Thomas HU,3531,youth aged 12-17 years,2,both sexes,1,2015-2017,3949,5736,68.9,8.0398,53.1,84.6,11.7,3,69.3,7.760270659,54.1,84.5,11.2,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Grey Bruce HU,3533,youth aged 12-17 years,2,both sexes,1,2015-2017,7405,10441,70.9,5.9616,59.2,82.6,8.4,3,70.8,5.621122111,59.8,81.8,7.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Haldimand-Norfolk HU,3534,youth aged 12-17 years,2,both sexes,1,2015-2017,4961,6649,74.6,7.5006,59.9,89.3,10.1,3,74.5,7.398527207,60,89,9.9,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,youth aged 12-17 years,2,both sexes,1,2015-2017,8099,10161,79.7,5.1696,69.6,89.9,6.5,3,79.7,5.141723229,69.7,89.8,6.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Halton Regional HU,3536,youth aged 12-17 years,2,both sexes,1,2015-2017,30642,40424,75.8,4.3501,67.3,84.3,5.7,3,75.5,4.369016636,66.9,84.1,5.8,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,City of Hamilton HU,3537,youth aged 12-17 years,2,both sexes,1,2015-2017,26477,33452,79.1,4.2363,70.8,87.5,5.4,3,79.5,4.373656701,70.9,88.1,5.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Hastings and Prince Edward Counties HU,3538,youth aged 12-17 years,2,both sexes,1,2015-2017,6489,9156,70.9,6.8706,57.4,84.4,9.7,3,71,6.611655287,58.1,84,9.3,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Huron County HU,3539,youth aged 12-17 years,2,both sexes,1,2015-2017,2797,3556,78.6,6.1762,66.5,90.8,7.9,3,78.4,6.665045208,65.3,91.5,8.5,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,Chatham-Kent HU,3540,youth aged 12-17 years,2,both sexes,1,2015-2017,5966,7785,76.6,6.3241,64.2,89,8.3,3,77.1,5.873866895,65.6,88.6,7.6,3
Low fruits and vegetables consumption,7,"Prevalence (%) of fruit and vegetables consumption, less than 5 times per day",11,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,youth aged 12-17 years,2,both sexes,1,2015-2017,8282,9817,84.4,4.6170,75.3,93.4,5.5,3,83.7,4.675343772,74.6,92.9,5.6,3
