Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Montr‚al,2406,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,258749,1148023,22.5,1.1121,20.4,24.7,4.9,3,22.7,1.103923197,20.5,24.9,4.9,3,633,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Montr‚al,2406,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,47253,268793,17.6,2.0795,13.5,21.7,11.8,3,23.5,2.904660443,17.8,29.2,12.4,3,125,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Outaouais,2407,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,65033,238839,27.2,1.3730,24.5,29.9,5,3,27.1,1.472210071,24.2,30,5.4,3,426,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Outaouais,2407,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,9928,31275,31.7,3.9654,24,39.5,12.5,3,32.7,4.333648057,24.2,41.2,13.3,3,63,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,30269,83737,36.1,1.6898,32.8,39.5,4.7,3,35.8,1.817707947,32.2,39.3,5.1,3,382,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,L'Abitibi-T‚miscamingue,2408,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,6159,15914,38.7,5.3417,28.2,49.2,13.8,3,42.2,5.277985343,31.9,52.6,12.5,3,81,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,C“te-Nord,2409,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,16868,48996,34.4,2.1974,30.1,38.7,6.4,3,33.2,2.059523747,29.2,37.3,6.2,3,347,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,C“te-Nord,2409,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,2220,7468,29.7,4.5406,20.8,38.6,15.3,2,29.6,5.201384414,19.4,39.8,17.6,2,47,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nord-du-Qu‚bec,2410,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,2791,9017,30.9,3.0239,25,36.9,9.8,3,30.6,2.717537127,25.3,36,8.9,3,146,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Nord-du-Qu‚bec,2410,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,386,1237,31.2,7.4472,16.6,45.8,23.9,2,41.1,9.777740345,22,60.3,23.8,2,20,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,15364,50807,30.2,1.6651,27,33.5,5.5,3,29.6,2.31590763,25.1,34.1,7.8,3,281,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Gasp‚sie - ×les-de-la-Madeleine,2411,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,5227,13430,38.9,3.6098,31.8,46,9.3,3,39,4.382846199,30.4,47.6,11.2,3,98,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,ChaudiŠre-Appalaches,2412,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,58518,267443,21.9,1.3958,19.1,24.6,6.4,3,21.5,1.481113529,18.6,24.4,6.9,3,371,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,ChaudiŠre-Appalaches,2412,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,7272,28556,25.5,4.1404,17.3,33.6,16.3,2,27.7,4.158241704,19.5,35.8,15,3,50,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Laval,2413,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,66395,246791,26.9,1.6267,23.7,30.1,6,3,26.4,1.515485393,23.5,29.4,5.7,3,400,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de Laval,2413,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,11040,42890,25.7,4.4692,17,34.5,17.4,2,28.4,4.280515617,20,36.8,15.1,2,66,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de LanaudiŠre,2414,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,93940,309648,30.3,1.7936,26.8,33.9,5.9,3,29.8,1.495409769,26.8,32.7,5,3,476,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion de LanaudiŠre,2414,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,10453,42558,24.6,3.9466,16.8,32.3,16.1,2,24.9,4.110545677,16.9,33,16.5,2,63,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion des Laurentides,2415,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,88933,369885,24,1.1389,21.8,26.3,4.7,3,23.8,1.503972666,20.9,26.8,6.3,3,396,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,R‚gion des Laurentides,2415,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,12155,51280,23.7,3.6002,16.6,30.8,15.2,2,23.8,3.341119079,17.2,30.3,14,3,63,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mont‚r‚gie,2416,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,246411,871093,28.3,1.2847,25.8,30.8,4.5,3,27.9,1.306979814,25.3,30.4,4.7,3,640,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Mont‚r‚gie,2416,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,27918,110186,25.3,3.3867,18.7,32,13.4,3,29.6,3.621414077,22.5,36.6,12.2,3,90,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,The District of Algoma HU,3526,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,19282,60751,31.7,2.4161,27,36.5,7.6,3,29.7,2.315179875,25.2,34.3,7.8,3,213,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,The District of Algoma HU,3526,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,6369,13450,47.3,7.3773,32.9,61.8,15.6,2,48.2,6.095200594,36.2,60.1,12.6,3,47,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Brant County HU,3527,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,23600,73358,32.2,2.4795,27.3,37,7.7,3,32.5,2.336042815,27.9,37.1,7.2,3,218,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Brant County HU,3527,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,5528,13957,39.6,6.4445,27,52.3,16.3,2,45.7,6.57999669,32.8,58.6,14.4,3,39,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Durham Regional HU,3530,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,104562,378109,27.7,1.9375,23.9,31.5,7,3,27,1.764146711,23.5,30.5,6.5,3,340,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Durham Regional HU,3530,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,15139,72003,21,4.5173,12.2,29.9,21.5,2,26.3,4.81692492,16.8,35.7,18.3,2,61,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Elgin-St Thomas HU,3531,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,18453,49256,37.5,2.6966,32.2,42.8,7.2,3,36.2,2.665163722,30.9,41.4,7.4,3,211,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Elgin-St Thomas HU,3531,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,3146,8941,35.2,5.2476,24.9,45.5,14.9,3,34,5.851924024,22.6,45.5,17.2,2,41,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Grey Bruce HU,3533,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,31425,89798,35,2.2120,30.7,39.3,6.3,3,33.4,2.025381428,29.5,37.4,6.1,3,256,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Grey Bruce HU,3533,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,5510,17921,30.7,4.8878,21.2,40.3,15.9,2,34.7,5.350379127,24.2,45.2,15.4,2,48,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Haldimand-Norfolk HU,3534,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,18644,66330,28.1,2.1419,23.9,32.3,7.6,3,27.9,2.273327556,23.5,32.4,8.1,3,208,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Haldimand-Norfolk HU,3534,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,3047,10497,29,7.6363,14,44,26.3,2,33.8,6.980892408,20.1,47.4,20.7,2,29,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,41493,108351,38.3,2.8399,32.7,43.9,7.4,3,39,3.016954961,33.1,44.9,7.7,3,234,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Haliburton, Kawartha, Pine Ridge District HU",3535,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,4666,17069,27.3,4.6212,18.3,36.4,16.9,2,30.9,4.920925153,21.2,40.5,15.9,2,40,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Halton Regional HU,3536,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,81836,329188,24.9,1.6372,21.6,28.1,6.6,3,24.5,1.677386638,21.3,27.8,6.8,3,301,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Halton Regional HU,3536,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,11373,53023,21.4,3.9804,13.6,29.3,18.6,2,22.7,5.84360693,11.2,34.1,25.7,2,41,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Hamilton HU,3537,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,84404,312338,27,1.9189,23.3,30.8,7.1,3,26.9,1.863545914,23.3,30.6,6.9,3,303,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Hamilton HU,3537,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,18922,65533,28.9,4.6607,19.7,38,16.1,2,28.7,3.963377895,20.9,36.4,13.8,3,69,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,30644,87294,35.1,2.7269,29.8,40.5,7.8,3,33.9,2.806449216,28.4,39.4,8.3,3,216,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Hastings and Prince Edward Counties HU,3538,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,6780,18250,37.2,5.2455,26.9,47.4,14.1,3,39.5,5.126306101,29.4,49.5,13,3,55,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Huron County HU,3539,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,10360,31847,32.5,2.4579,27.7,37.4,7.6,3,31.7,2.549045968,26.8,36.7,8,3,184,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Huron County HU,3539,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,2009,5863,34.3,5.8536,22.8,45.7,17.1,2,32.9,5.400045663,22.3,43.4,16.4,2,37,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Chatham-Kent HU,3540,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,21621,54816,39.4,2.8133,33.9,45,7.1,3,40.1,2.679117984,34.9,45.4,6.7,3,233,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Chatham-Kent HU,3540,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,6301,13152,47.9,5.6933,36.7,59.1,11.9,3,46.9,5.340982786,36.4,57.4,11.4,3,63,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,39706,117536,33.8,2.4106,29.1,38.5,7.1,3,33.7,2.438991589,28.9,38.5,7.2,3,255,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Kingston, Frontenac and Lennox and Addington HU",3541,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,5140,19097,26.9,5.7149,15.7,38.1,21.2,2,31.2,5.557975226,20.3,42.1,17.8,2,35,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,21127,68416,30.9,2.3462,26.3,35.5,7.6,3,29.1,2.412789482,24.4,33.8,8.3,3,227,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Lambton HU,3542,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,5240,13052,40.1,5.6651,29,51.3,14.1,3,40.9,5.721441366,29.7,52.2,14,3,54,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,33283,92998,35.8,2.8806,30.1,41.4,8,3,35.6,2.919313018,29.9,41.3,8.2,3,241,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,"Leeds, Grenville and Lanark District HU",3543,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,9451,21696,43.6,9.6315,24.7,62.5,22.1,2,46.8,8.01254153,31.1,62.5,17.1,2,43,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,75774,266941,28.4,2.0730,24.3,32.5,7.3,3,27.9,1.740995233,24.5,31.3,6.2,3,284,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Middlesex-London HU,3544,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,12057,51034,23.6,4.5748,14.6,32.6,19.4,2,32.2,6.374886824,19.7,44.7,19.8,2,47,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,72139,253660,28.4,1.6942,25.1,31.8,6,3,27.6,1.936213252,23.8,31.4,7,3,314,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Niagara Regional Area HU,3546,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,18042,51227,35.2,5.2945,24.8,45.6,15,3,37.7,5.375926325,27.1,48.2,14.3,3,63,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Bay Parry Sound District HU,3547,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,24357,74234,32.8,2.2697,28.4,37.3,6.9,3,32.4,2.958089666,26.6,38.2,9.1,3,203,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,North Bay Parry Sound District HU,3547,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,3800,11722,32.4,6.0623,20.5,44.3,18.7,2,32.2,6.021245027,20.4,44,18.7,2,33,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwestern HU,3549,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,14036,38132,36.8,3.2753,30.4,43.2,8.9,3,35.8,2.856505871,30.2,41.4,8,3,213,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Northwestern HU,3549,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,1733,4309,40.2,8.5110,23.5,56.9,21.2,2,38.1,6.85664811,24.6,51.5,18,2,29,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,140613,578651,24.3,1.3556,21.6,27,5.6,3,24.4,1.564834268,21.4,27.5,6.4,3,364,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,17130,88704,19.3,3.3199,12.8,25.8,17.2,2,26.9,4.828647964,17.4,36.3,18,2,40,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,24647,65292,37.7,2.7393,32.4,43.1,7.3,3,37.3,2.553671896,32.3,42.3,6.8,3,213,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,4220,10498,40.2,7.0993,26.3,54.1,17.7,2,45.5,7.612531299,30.6,60.4,16.7,2,43,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,178714,744619,24,1.4413,21.2,26.8,6,3,23.7,1.37996668,21,26.4,5.8,3,389,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,45557,188586,24.2,3.2534,17.8,30.5,13.5,3,27.2,3.796236875,19.7,34.6,14,3,78,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,16171,48342,33.5,2.5843,28.4,38.5,7.7,3,33.4,2.907896598,27.7,39.1,8.7,3,202,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,1537,4919,31.2,5.8530,19.8,42.7,18.7,2,34.5,6.376831074,22,47,18.5,2,27,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,29275,81272,36,3.1172,29.9,42.1,8.7,3,36.4,2.938157778,30.6,42.2,8.1,3,239,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,4367,14348,30.4,5.4657,19.7,41.2,18,2,38,6.489970128,25.3,50.7,17.1,2,50,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,16297,43539,37.4,3.0795,31.4,43.5,8.2,3,36.6,2.743764256,31.3,42,7.5,3,203,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,4567,10051,45.4,4.5272,36.6,54.3,10,3,46.4,5.708906165,35.3,57.6,12.3,3,72,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,18562,58249,31.9,2.2249,27.5,36.2,7,3,30.9,2.552672067,25.9,35.9,8.3,3,200,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,3657,9122,40.1,6.3700,27.6,52.6,15.9,2,37.6,6.94035394,23.9,51.2,18.5,2,33,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,35931,109708,32.8,2.7874,27.3,38.2,8.5,3,31.9,2.718477191,26.6,37.3,8.5,3,254,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,8115,26354,30.8,5.3905,20.2,41.4,17.5,2,29.2,5.43269664,18.6,39.9,18.6,2,51,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,103258,328928,31.4,2.3219,26.8,35.9,7.4,3,31,2.092620149,26.9,35.1,6.8,3,327,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,16991,51850,32.8,5.1314,22.7,42.8,15.7,2,35.9,5.185673649,25.7,46.1,14.4,3,47,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,38253,109979,34.8,2.7384,29.4,40.2,7.9,3,34.2,2.488175802,29.3,39,7.3,3,262,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,6313,21694,29.1,4.9890,19.3,38.9,17.1,2,35.6,5.153787829,25.5,45.7,14.5,3,57,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,29376,82269,35.7,2.4841,30.8,40.6,7,3,34.7,2.278287777,30.2,39.1,6.6,3,264,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,4602,13239,34.8,6.0753,22.8,46.7,17.5,2,38.9,5.489307553,28.2,49.7,14.1,3,59,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,7464,18396,40.6,3.1153,34.5,46.7,7.7,3,36.8,2.953750564,31.1,42.6,8,3,180,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,1724,3850,44.8,7.4846,30.1,59.5,16.7,2,40.2,6.515399297,27.4,52.9,16.2,2,38,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,87542,306455,28.6,1.8214,25,32.1,6.4,3,28.7,1.872973114,25.1,32.4,6.5,3,368,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,24768,66600,37.2,4.9323,27.5,46.9,13.3,3,43,4.783572155,33.7,52.4,11.1,3,72,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,Employment,3,Employed or retired,17,2015-2017,47895,168623,28.4,1.8197,24.8,32,6.4,3,28.5,1.986963986,24.6,32.4,7,3,279,,
Obesity,1,"Prevalence (%) of obesity (self-reported, adjusted BMI)",1,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,Employment,3,Unemployed,18,2015-2017,7654,26675,28.7,6.4807,16,41.4,22.6,2,29.9,6.554305531,17,42.7,21.9,2,39,,
