Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,Footnotes_ID
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,St. Catharines - Niagara (CMA),539,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,49.8,1,,,,,,1,6,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Kitchener - Cambridge - Waterloo (CMA),541,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,38.2,1,,,,,,1,8,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Brantford (CMA),543,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,43.7,1,,,,,,1,6,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Norfolk (CA),547,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,56.6,1,,,,,,1,4,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Guelph (CMA),550,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,62.6,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,London (CMA),555,youth aged 12-17 years,2,both sexes,1,2015-2017,3246,23278,13.9,4.3457,5.4,22.5,31.2,2,,,,,,1,12,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Chatham-Kent (CA),556,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,56.2,1,,,,,,1,4,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Windsor (CMA),559,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,44.5,1,,,,,,1,7,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Sarnia (CA),562,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,41,1,,,,,,1,7,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Barrie (CMA),568,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,47.1,1,,,,,,1,5,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,North Bay (CA),575,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,70.4,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Greater Sudbury / Grand Sudbury (CMA),580,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,38.9,1,,,,,,1,9,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Sault Ste. Marie (CA),590,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,41.3,1,,,,,,1,7,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Thunder Bay (CMA),595,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,43.4,1,,,,,,1,7,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Winnipeg (CMA),602,youth aged 12-17 years,2,both sexes,1,2015-2017,4777,46771,10.2,2.0446,6.2,14.2,20,2,,,,,,1,23,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Regina (CMA),705,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,32.9,2,,,,,,1,7,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Saskatoon (CMA),725,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,42.5,1,,,,,,1,4,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Medicine Hat (CA),805,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,65.5,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Lethbridge (CMA),810,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,62.7,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Calgary (CMA),825,youth aged 12-17 years,2,both sexes,1,2015-2017,3591,75417,4.8,1.5485,1.7,7.8,32.5,2,,,,,,1,11,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Red Deer (CA),830,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,47,1,,,,,,1,5,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Edmonton (CMA),835,youth aged 12-17 years,2,both sexes,1,2015-2017,3968,70817,5.6,1.5599,2.5,8.7,27.8,2,,,,,,1,19,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Grande Prairie (CA),850,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,40.7,1,,,,,,1,6,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Wood Buffalo (CA),860,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,55.2,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Kelowna (CMA),915,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,119.4,1,,,,,,1,1,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Vernon (CA),918,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,,1,,,,,,1,0,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Kamloops (CA),925,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,55.9,1,,,,,,1,4,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Chilliwack (CA),930,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,118.2,1,,,,,,1,1,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Abbotsford - Mission (CMA),932,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,59.2,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Vancouver (CMA),933,youth aged 12-17 years,2,both sexes,1,2015-2017,8854,121148,7.3,1.5997,4.2,10.4,21.9,2,,,,,,1,28,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Victoria (CMA),935,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,55.4,1,,,,,,1,3,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Nanaimo (CA),938,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,90.6,1,,,,,,1,1,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Prince George (CA),970,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,40.5,1,,,,,,1,7,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Whitehorse (CA),990,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,32.2,2,,,,,,1,9,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Iqaluit (*),994,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,169.8,1,,,,,,1,1,2|4
Obesity,1,Prevalence (%) of obesity (self-reported),2,Census Metropolitan Areas/Large Census Agglomerations,3,Yellowknife (CA),995,youth aged 12-17 years,2,both sexes,1,2015-2017,,,,,,,60.4,1,,,,,,1,5,2|4
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,CANADA,1,adults aged 18+ years,1,both sexes,1,2015-2018,6400076,10312727,62.1,0.3704,61.3,62.8,0.6,3,62,0.3749600455,61.2,62.7,0.6,3,35556,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,both sexes,1,2015-2018,299243,400125,74.8,0.8731,73.1,76.5,1.2,3,73.5,0.8798832748,71.7,75.2,1.2,3,4020,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,both sexes,1,2015-2018,78756,110696,71.1,1.0043,69.2,73.1,1.4,3,70.3,1.030091233,68.3,72.3,1.5,3,2135,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,both sexes,1,2015-2018,495434,713044,69.5,0.7771,68,71,1.1,3,68.3,0.7380603464,66.9,69.8,1.1,3,5645,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,both sexes,1,2015-2018,406666,560666,72.5,0.8302,70.9,74.2,1.1,3,70.9,0.8523132948,69.2,72.6,1.2,3,4107,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,QUEBEC,24,adults aged 18+ years,1,both sexes,1,2015-2018,3914829,6357778,61.6,0.3707,60.8,62.3,0.6,3,60.8,0.3704873147,60.1,61.6,0.6,3,25684,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,ONTARIO,35,adults aged 18+ years,1,both sexes,1,2015-2018,6400076,10312727,62.1,0.3704,61.3,62.8,0.6,3,62,0.3749600455,61.2,62.7,0.6,3,35556,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,MANITOBA,46,adults aged 18+ years,1,both sexes,1,2015-2018,578202,893570,64.7,0.8074,63.1,66.3,1.2,3,64.9,0.7672054763,63.4,66.4,1.2,3,6110,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,both sexes,1,2015-2018,549083,784206,70,0.7380,68.6,71.5,1.1,3,70,0.7807601829,68.4,71.5,1.1,3,5560,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,ALBERTA,48,adults aged 18+ years,1,both sexes,1,2015-2018,1995289,3099267,64.4,0.5351,63.3,65.4,0.8,3,64.7,0.4919662863,63.7,65.7,0.8,3,14758,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,both sexes,1,2015-2018,2031048,3540027,57.4,0.5272,56.3,58.4,0.9,3,57,0.5076124564,56,58,0.9,3,14538,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,YUKON,60,adults aged 18+ years,1,both sexes,1,2015-2018,312939,405285,77.2,0.9722,75.3,79.1,1.3,3,77.3,0.9778850444,75.4,79.3,1.3,3,2837,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,both sexes,1,2015-2018,1152205,1605829,71.8,0.6634,70.4,73.1,0.9,3,71.9,0.6330342773,70.7,73.2,0.9,3,7709,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,both sexes,1,2015-2018,1153504,1770244,65.2,0.7179,63.8,66.6,1.1,3,65.2,0.6830465051,63.9,66.5,1,3,7527,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,CANADA,1,adults aged 18+ years,1,males,2,2015-2018,3473824,5133709,67.7,0.5181,66.7,68.7,0.8,3,67.8,0.5216973626,66.8,68.9,0.8,3,17755,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,males,2,2015-2018,154694,198035,78.1,1.0887,76,80.3,1.4,3,77.1,1.198054628,74.8,79.5,1.6,3,1907,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,males,2,2015-2018,41698,54700,76.2,1.4092,73.5,79,1.8,3,75.6,1.42072672,72.8,78.4,1.9,3,974,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,males,2,2015-2018,258872,348769,74.2,1.0259,72.2,76.2,1.4,3,73.5,0.9683322166,71.6,75.4,1.3,3,2699,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,males,2,2015-2018,209228,273954,76.4,1.0806,74.3,78.5,1.4,3,74.6,1.171408392,72.3,76.9,1.6,3,1927,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,QUEBEC,24,adults aged 18+ years,1,males,2,2015-2018,2169202,3195163,67.9,0.5135,66.9,68.9,0.8,3,67.3,0.4970181991,66.4,68.3,0.7,3,13308,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,ONTARIO,35,adults aged 18+ years,1,males,2,2015-2018,3473824,5133709,67.7,0.5181,66.7,68.7,0.8,3,67.8,0.5216973626,66.8,68.9,0.8,3,17755,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,MANITOBA,46,adults aged 18+ years,1,males,2,2015-2018,325356,454454,71.6,1.0717,69.5,73.7,1.5,3,72,1.012111564,70,74,1.4,3,3118,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,males,2,2015-2018,312939,405285,77.2,0.9722,75.3,79.1,1.3,3,77.3,0.9778850444,75.4,79.3,1.3,3,2837,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,ALBERTA,48,adults aged 18+ years,1,males,2,2015-2018,1152205,1605829,71.8,0.6634,70.4,73.1,0.9,3,71.9,0.6330342773,70.7,73.2,0.9,3,7709,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,males,2,2015-2018,1153504,1770244,65.2,0.7179,63.8,66.6,1.1,3,65.2,0.6830465051,63.9,66.5,1,3,7527,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,YUKON,60,adults aged 18+ years,1,males,2,2015-2018,312939,405285,77.2,0.9722,75.3,79.1,1.3,3,77.3,0.9778850444,75.4,79.3,1.3,3,2837,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,males,2,2015-2018,1152205,1605829,71.8,0.6634,70.4,73.1,0.9,3,71.9,0.6330342773,70.7,73.2,0.9,3,7709,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,males,2,2015-2018,1153504,1770244,65.2,0.7179,63.8,66.6,1.1,3,65.2,0.6830465051,63.9,66.5,1,3,7527,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,CANADA,1,adults aged 18+ years,1,females,3,2015-2018,3473824,5133709,67.7,0.5181,66.7,68.7,0.8,3,67.8,0.5216973626,66.8,68.9,0.8,3,17755,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NEWFOUNDLAND AND LABRADOR,10,adults aged 18+ years,1,females,3,2015-2018,144550,202090,71.5,1.1769,69.2,73.8,1.6,3,69.8,1.219038084,67.4,72.2,1.7,3,2113,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,PRINCE EDWARD ISLAND,11,adults aged 18+ years,1,females,3,2015-2018,37057,55995,66.2,1.4155,63.4,69,2.1,3,65.3,1.456598103,62.5,68.2,2.2,3,1161,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NOVA SCOTIA,12,adults aged 18+ years,1,females,3,2015-2018,236562,364275,64.9,0.9709,63,66.8,1.5,3,63.5,1.078147406,61.4,65.6,1.7,3,2946,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NEW BRUNSWICK,13,adults aged 18+ years,1,females,3,2015-2018,197439,286712,68.9,1.1059,66.7,71,1.6,3,67.3,1.174041898,65,69.6,1.7,3,2180,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,QUEBEC,24,adults aged 18+ years,1,females,3,2015-2018,1745627,3162615,55.2,0.5174,54.2,56.2,0.9,3,54.1,0.5475582429,53.1,55.2,1,3,12376,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,ONTARIO,35,adults aged 18+ years,1,females,3,2015-2018,2926252,5179017,56.5,0.5411,55.4,57.6,1,3,56.1,0.5304900105,55,57.1,0.9,3,17801,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,MANITOBA,46,adults aged 18+ years,1,females,3,2015-2018,252846,439116,57.6,1.1202,55.4,59.8,1.9,3,57.5,1.085231882,55.3,59.6,1.9,3,2992,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,SASKATCHEWAN,47,adults aged 18+ years,1,females,3,2015-2018,236144,378920,62.3,1.0982,60.2,64.5,1.8,3,62.1,1.162625805,59.8,64.4,1.9,3,2723,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,ALBERTA,48,adults aged 18+ years,1,females,3,2015-2018,843084,1493438,56.5,0.8001,54.9,58,1.4,3,56.9,0.7267755247,55.5,58.3,1.3,3,7049,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,BRITISH COLUMBIA,59,adults aged 18+ years,1,females,3,2015-2018,877544,1769783,49.6,0.7123,48.2,51,1.4,3,48.9,0.7246728047,47.4,50.3,1.5,3,7011,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,YUKON,60,adults aged 18+ years,1,females,3,2015-2018,312939,405285,77.2,0.9722,75.3,79.1,1.3,3,77.3,0.9778850444,75.4,79.3,1.3,3,2837,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NORTHWEST TERRITORIES,61,adults aged 18+ years,1,females,3,2015-2018,1152205,1605829,71.8,0.6634,70.4,73.1,0.9,3,71.9,0.6330342773,70.7,73.2,0.9,3,7709,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,province/territory,1,NUNAVUT,62,adults aged 18+ years,1,females,3,2015-2018,1153504,1770244,65.2,0.7179,63.8,66.6,1.1,3,65.2,0.6830465051,63.9,66.5,1,3,7527,1
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,CANADA,1,adults aged 18+ years,1,both sexes,1,2015-2018,6400076,10312727,62.1,0.3704,61.3,62.8,0.6,3,62,0.3749600455,61.2,62.7,0.6,3,35556,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Eastern Regional,1011,adults aged 18+ years,1,both sexes,1,2015-2018,177890,244796,72.7,1.3274,70.1,75.3,1.8,3,72,1.250185681,69.5,74.4,1.7,3,1421,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Central Regional,1012,adults aged 18+ years,1,both sexes,1,2015-2018,54269,69199,78.4,1.4607,75.6,81.3,1.9,3,75.5,1.952855476,71.7,79.4,2.6,3,983,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Western Regional,1013,adults aged 18+ years,1,both sexes,1,2015-2018,46721,60676,77,1.5118,74,80,2,3,74.6,1.67912299,71.4,77.9,2.3,3,899,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Labrador-Grenfell Regional,1014,adults aged 18+ years,1,both sexes,1,2015-2018,20364,25455,80,1.4805,77.1,82.9,1.9,3,79.2,1.603238756,76.1,82.4,2,3,717,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Prince Edward Island,1100,adults aged 18+ years,1,both sexes,1,2015-2018,78756,110696,71.1,1.0043,69.2,73.1,1.4,3,70.3,1.030091233,68.3,72.3,1.5,3,2135,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 1 - Western,1201,adults aged 18+ years,1,both sexes,1,2015-2018,107633,147696,72.9,1.2870,70.3,75.4,1.8,3,71.8,1.340705136,69.1,74.4,1.9,3,1482,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 2 - Northern,1202,adults aged 18+ years,1,both sexes,1,2015-2018,79678,109020,73.1,1.2903,70.6,75.6,1.8,3,71.1,1.596785404,68,74.2,2.2,3,1222,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 3 - Eastern,1203,adults aged 18+ years,1,both sexes,1,2015-2018,86895,114341,76,1.4658,73.1,78.9,1.9,3,74.5,1.57113008,71.5,77.6,2.1,3,1323,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 4 - Central,1204,adults aged 18+ years,1,both sexes,1,2015-2018,221228,341987,64.7,1.3818,62,67.4,2.1,3,64.8,1.203802169,62.4,67.2,1.9,3,1618,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 1 (Moncton area),1301,adults aged 18+ years,1,both sexes,1,2015-2018,120609,162425,74.3,1.7371,70.8,77.7,2.3,3,72.6,1.781852488,69.1,76.1,2.5,3,821,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 2 (Saint John area),1302,adults aged 18+ years,1,both sexes,1,2015-2018,92616,128772,71.9,1.9043,68.2,75.7,2.6,3,70.2,1.776208727,66.8,73.7,2.5,3,747,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 3 (Fredericton area),1303,adults aged 18+ years,1,both sexes,1,2015-2018,89311,127600,70,1.5576,66.9,73,2.2,3,69.3,1.769791451,65.8,72.8,2.6,3,734,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 4 (Edmundston area),1304,adults aged 18+ years,1,both sexes,1,2015-2018,26341,35200,74.8,2.8946,69.2,80.5,3.9,3,74.4,2.807765356,68.9,79.9,3.8,3,445,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 5 (Campbellton area),1305,adults aged 18+ years,1,both sexes,1,2015-2018,13110,18192,72.1,3.6070,65,79.1,5,3,69.9,4.083264173,61.9,77.9,5.8,3,364,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 6 (Bathurst area),1306,adults aged 18+ years,1,both sexes,1,2015-2018,40512,57549,70.4,1.9493,66.6,74.2,2.8,3,67.2,2.324134657,62.6,71.7,3.5,3,534,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Zone 7 (Miramichi area),1307,adults aged 18+ years,1,both sexes,1,2015-2018,24168,30928,78.1,2.3332,73.6,82.7,3,3,77.7,2.421613183,73,82.5,3.1,3,462,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Bas-Saint-Laurent,2401,adults aged 18+ years,1,both sexes,1,2015-2018,100775,156634,64.3,1.3740,61.6,67,2.1,3,62.5,1.684155955,59.2,65.8,2.7,3,1224,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Saguenay - Lac-Saint-Jean,2402,adults aged 18+ years,1,both sexes,1,2015-2018,135628,212025,64,1.1681,61.7,66.3,1.8,3,62.2,1.271738249,59.7,64.7,2,3,1500,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Capitale-Nationale,2403,adults aged 18+ years,1,both sexes,1,2015-2018,340782,583270,58.4,1.1676,56.1,60.7,2,3,57.7,1.189958858,55.3,60,2.1,3,1808,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Mauricie et du Centre-du-Québec,2404,adults aged 18+ years,1,both sexes,1,2015-2018,259508,394432,65.8,1.2252,63.4,68.2,1.9,3,64.3,1.279351002,61.7,66.8,2,3,1718,
Overweight or Obesity,3,"Prevalence (%) of Overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,L'Estrie,2405,adults aged 18+ years,1,both sexes,1,2015-2018,234980,369846,63.5,1.2071,61.2,65.9,1.9,3,62.3,1.427082651,59.5,65.1,2.3,3,1567,
